actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
334,PT07M51.00S,2023-05-20T01:50:19.1Z,3,REGULAR,2pt,Jump Shot,[],201567,77.4802890932983,25.245098039215684,1610612748,57,60,2023-05-20T01:50:28Z,3240000,False,-124.0,159.0,1,right,MISS K. Love 20' fadeaway Shot,[201567],1610612748.0,MIA,fadeaway,,,Love,K. Love,,,,,Mid-Range,16-24 Left Center,20.17,Missed,,,,,,,,,,,,,,,,,,
335,PT07M48.00S,2023-05-20T01:50:22.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,57,60,2023-05-20T01:51:26Z,3250000,False,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,334.0,11.0,10.0,1.0,,,,,,,,,,,,,
336,PT07M42.00S,2023-05-20T01:50:28.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,8.623521681997373,54.90196078431373,1610612738,59,60,2023-05-20T01:50:34Z,3260000,False,-25.0,29.0,1,left,J. Tatum cutting Layup (16 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.77,Made,16.0,,,,,,,,,,J. Brown,1627759.0,1.0,,,,,
338,PT07M27.00S,2023-05-20T01:50:42.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,85.15111695137976,42.497702205882355,1610612748,59,60,2023-05-20T01:53:20Z,3280000,False,-38.0,87.0,1,right,MISS G. Vincent 9' Layup - blocked,"[1629216, 201143]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,9.48,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
339,PT07M27.00S,2023-05-20T01:50:42.5Z,3,REGULAR,block,,[],201143,,,1610612748,59,60,2023-05-20T01:50:44Z,3290000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
340,PT07M25.00S,2023-05-20T01:50:44.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,59,60,2023-05-20T01:50:47Z,3300000,False,,,0,,J. Tatum REBOUND (Off:1 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,338.0,12.0,11.0,1.0,,,,,,,,,,,,,
341,PT07M17.00S,2023-05-20T01:50:52.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,7.966491458607096,50.49019607843137,1610612738,61,60,2023-05-20T01:50:57Z,3310000,False,-2.0,22.0,1,left,J. Tatum driving DUNK (18 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.25,Made,18.0,,,,,,,,,,J. Brown,1627759.0,2.0,,,,,
343,PT07M17.00S,2023-05-20T01:50:56.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,61,60,2023-05-20T01:50:56Z,3330000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT07M04.00S,2023-05-20T01:54:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,79.84559789750328,64.70588235294117,1610612748,61,62,2023-05-20T01:54:59Z,3340000,False,74.0,137.0,1,right,J. Butler 15' turnaround Jump Shot (16 PTS) (K. Love 2 AST),"[202710, 201567]",1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,15.55,Made,16.0,,,,,,,,,,K. Love,201567.0,2.0,,,,,
346,PT06M50.00S,2023-05-20T01:55:11.6Z,3,REGULAR,foul,personal,['2freethrow'],201567,,,1610612738,61,62,2023-05-20T01:55:20Z,3360000,False,,,0,,K. Love shooting personal FOUL (2 PF) (Tatum 2 FT),"[201567, 1628369]",1610612748.0,MIA,shooting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,2.0,0.0,Tatum,1628369.0,,,,,,,,
348,PT06M50.00S,2023-05-20T01:55:36.5Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,62,62,2023-05-20T01:55:36Z,3380000,False,,,0,,J. Tatum Free Throw 1 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
349,PT06M50.00S,2023-05-20T01:55:51.2Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,63,62,2023-05-20T01:55:51Z,3390000,False,,,0,,J. Tatum Free Throw 2 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
350,PT06M27.00S,2023-05-20T01:56:18.1Z,3,REGULAR,3pt,Jump Shot,[],1629622,68.9388961892247,33.33333333333333,1610612748,63,62,2023-05-20T01:56:40Z,3400000,False,-83.0,239.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
351,PT06M26.00S,2023-05-20T01:56:19.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,63,62,2023-05-20T01:56:40Z,3410000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,350.0,,,,,,,,,,,,,,,,
352,PT06M26.00S,2023-05-20T01:56:23.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,63,62,2023-05-20T01:56:31Z,3420000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,2534.0,,,,,,,,,,,,
353,PT06M17.00S,2023-05-20T01:56:41.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,14.011169513797633,35.53921568627451,1610612738,65,62,2023-05-20T01:56:46Z,3430000,False,72.0,79.0,1,left,J. Tatum 10' driving floating bank Jump Shot (22 PTS),[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,10.72,Made,22.0,,,,,,,,,,,,,,,,,
354,PT06M04.00S,2023-05-20T01:56:54.7Z,3,REGULAR,3pt,Jump Shot,[],1629216,65.1281208935611,49.50980392156863,1610612748,65,62,2023-05-20T01:58:52Z,3440000,False,-2.0,275.0,1,right,MISS G. Vincent 27' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,27.53,Missed,,,,,,,,,,,,,,,,,,
355,PT06M03.00S,2023-05-20T01:56:55.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,65,62,2023-05-20T01:57:00Z,3450000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,354.0,4.0,4.0,0.0,,,,,,,,,,,,,
356,PT05M51.00S,2023-05-20T01:57:09.5Z,3,REGULAR,foul,personal,[],201567,,,1610612738,65,62,2023-05-20T01:57:25Z,3460000,False,,,0,,K. Love personal FOUL (3 PF),"[201567, 1628369]",1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,16-24 Left Center,,,,,,,,204059.0,3.0,0.0,Tatum,1628369.0,,,,,,,,
358,PT05M51.00S,2023-05-20T01:57:28.1Z,3,REGULAR,substitution,out,[],201567,,,1610612738,65,62,2023-05-20T01:57:31Z,3480000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT05M51.00S,2023-05-20T01:57:28.1Z,3,REGULAR,substitution,in,[],1628997,,,1610612738,65,62,2023-05-20T01:57:31Z,3490000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT05M46.00S,2023-05-20T01:57:49.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,11.514454664914586,37.99019607843137,1610612738,65,62,2023-05-20T01:57:55Z,3500000,False,60.0,56.0,1,left,MISS J. Brown 8' driving Layup - blocked,"[1627759, 202710]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,8.19,Missed,,,,,,,,,,,,,,,,,Butler,202710.0
361,PT05M46.00S,2023-05-20T01:57:49.1Z,3,REGULAR,block,,[],202710,,,1610612738,65,62,2023-05-20T01:57:51Z,3510000,False,,,0,,J. Butler BLOCK (2 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
362,PT05M45.00S,2023-05-20T01:57:50.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,65,62,2023-05-20T01:57:55Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,360.0,,,,,,,,,,,,,,,,
364,PT05M41.00S,2023-05-20T01:58:09.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,5.124835742444152,15.464154411764705,1610612738,67,62,2023-05-20T01:58:17Z,3540000,False,173.0,-4.0,1,left,J. Tatum 17' pullup Jump Shot (24 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right,17.28,Made,24.0,,,,,,,,,,,,,,,,,
365,PT05M28.00S,2023-05-20T01:58:25.2Z,3,REGULAR,foul,personal,[],201143,,,1610612748,67,62,2023-05-20T01:58:31Z,3550000,False,,,0,,A. Horford personal FOUL (2 PF),"[201143, 1628389]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,204059.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,
367,PT05M28.00S,2023-05-20T01:58:30.8Z,3,REGULAR,substitution,out,[],1628401,,,1610612748,67,62,2023-05-20T01:58:34Z,3570000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M28.00S,2023-05-20T01:58:30.8Z,3,REGULAR,substitution,in,[],1627763,,,1610612748,67,62,2023-05-20T01:58:34Z,3580000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT05M10.00S,2023-05-20T01:59:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,86.41590013140605,45.588235294117645,1610612748,67,64,2023-05-20T01:59:13Z,3590000,False,-22.0,75.0,1,right,C. Martin 7' driving Layup (16 PTS),[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,7.84,Made,16.0,,,,,,,,,,,,,,,,,
376,PT04M52.00S,2023-05-20T01:59:28.8Z,3,REGULAR,turnover,bad pass,[],1627763,,,1610612738,67,64,2023-05-20T02:00:10Z,3605000,False,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 202710]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Butler,202710.0,,
377,PT04M52.00S,2023-05-20T01:59:28.8Z,3,REGULAR,steal,,[],202710,,,1610612748,67,64,2023-05-20T02:00:10Z,3607500,False,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
373,PT04M46.00S,2023-05-20T01:59:44.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628389,93.11760840998686,49.50980392156863,1610612748,67,66,2023-05-20T02:00:13Z,3630000,False,-2.0,12.0,1,right,B. Adebayo running DUNK (12 PTS) (J. Butler 5 AST),"[1628389, 202710]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.25,Made,12.0,,,,,,,,,,J. Butler,202710.0,5.0,,,,,
375,PT04M46.00S,2023-05-20T01:59:49.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,67,66,2023-05-20T01:59:49Z,3650000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT04M46.00S,2023-05-20T02:02:47.0Z,3,REGULAR,substitution,out,[],201143,,,1610612738,67,66,2023-05-20T02:03:15Z,3660000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT04M46.00S,2023-05-20T02:02:47.0Z,3,REGULAR,substitution,out,[],1629216,,,1610612738,67,66,2023-05-20T02:03:15Z,3670000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT04M46.00S,2023-05-20T02:02:47.0Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,67,66,2023-05-20T02:03:15Z,3680000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT04M46.00S,2023-05-20T02:02:47.0Z,3,REGULAR,substitution,in,[],200768,,,1610612738,67,66,2023-05-20T02:03:15Z,3690000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M35.00S,2023-05-20T02:03:11.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,13.87976346911958,43.38235294117647,1610612738,67,66,2023-05-20T02:05:52Z,3695000,False,33.0,78.0,1,left,MISS J. Brown 8' driving Layup - blocked,"[1627759, 200768]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,8.47,Missed,,,,,,,,,,,,,,,,,Lowry,200768.0
399,PT04M35.00S,2023-05-20T02:03:11.3Z,3,REGULAR,block,,[],200768,,,1610612738,67,66,2023-05-20T02:05:52Z,3697500,False,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
400,PT04M34.00S,2023-05-20T02:03:12.3Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,67,66,2023-05-20T02:05:52Z,3698750,False,,,0,,J. Brown REBOUND (Off:2 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,398.0,2.0,0.0,2.0,,,,,,,,,,,,,
382,PT04M33.00S,2023-05-20T02:03:35.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,8.623521681997373,44.36274509803921,1610612738,69,66,2023-05-20T02:06:13Z,3700000,False,28.0,29.0,1,left,J. Brown putback Layup (13 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.02,Made,13.0,,,,,,,,,,,,,,,,,
383,PT04M18.00S,2023-05-20T02:03:50.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.15965834428384,44.6078431372549,1610612748,69,68,2023-05-20T02:03:54Z,3710000,False,-27.0,125.0,1,right,B. Adebayo 12' Jump Shot (14 PTS) (K. Lowry 2 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,14.0,,,,,,,,,,K. Lowry,200768.0,2.0,,,,,
385,PT03M54.00S,2023-05-20T02:04:14.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.122864651773984,79.65686274509804,1610612738,72,68,2023-05-20T02:04:19Z,3730000,False,-148.0,221.0,1,left,J. Tatum 26' 3PT step back (27 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.64,Made,27.0,,,,,,,,,,,,,,,,,
386,PT03M38.00S,2023-05-20T02:04:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,79.97700394218134,35.53921568627451,1610612748,72,68,2023-05-20T02:07:37Z,3740000,False,-72.0,136.0,1,right,MISS B. Adebayo 15' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,15.38,Missed,,,,,,,,,,,,,,,,,,
387,PT03M36.00S,2023-05-20T02:04:32.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,68,2023-05-20T02:04:36Z,3750000,False,,,0,,J. Tatum REBOUND (Off:1 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,386.0,13.0,12.0,1.0,,,,,,,,,,,,,
388,PT03M32.00S,2023-05-20T02:04:39.4Z,3,REGULAR,foul,personal,['3freethrow'],1628997,,,1610612738,72,68,2023-05-20T02:04:48Z,3760000,False,,,0,,C. Martin shooting personal FOUL (2 PF) (Tatum 3 FT),"[1628997, 1628369]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,204059.0,2.0,0.0,Tatum,1628369.0,,,,,,,,
390,PT03M32.00S,2023-05-20T02:05:06.0Z,3,REGULAR,freethrow,1 of 3,['fastbreak'],1628369,,,1610612738,73,68,2023-05-20T02:05:59Z,3780000,False,,,0,,J. Tatum Free Throw 1 of 3 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
391,PT03M32.00S,2023-05-20T02:05:06.0Z,3,REGULAR,freethrow,2 of 3,['fastbreak'],1628369,,,1610612738,74,68,2023-05-20T02:05:59Z,3790000,False,,,0,,J. Tatum Free Throw 2 of 3 (29 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
392,PT03M32.00S,2023-05-20T02:05:23.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,74,68,2023-05-20T02:05:34Z,3800000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M32.00S,2023-05-20T02:05:23.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,74,68,2023-05-20T02:05:34Z,3810000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT03M32.00S,2023-05-20T02:05:23.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,74,68,2023-05-20T02:05:34Z,3820000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M32.00S,2023-05-20T02:05:23.6Z,3,REGULAR,substitution,in,[],203469,,,1610612738,74,68,2023-05-20T02:06:16Z,3835000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT03M32.00S,2023-05-20T02:05:06.0Z,3,REGULAR,freethrow,3 of 3,['fastbreak'],1628369,,,1610612738,74,68,2023-05-20T02:05:59Z,3840000,False,,,0,,MISS J. Tatum Free Throw 3 of 3,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
397,PT03M32.00S,2023-05-20T02:05:06.0Z,3,REGULAR,rebound,defensive,[],203469,,,1610612748,74,68,2023-05-20T02:06:58Z,3850000,False,,,0,,C. Zeller REBOUND (Off:3 Def:3),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,396.0,6.0,3.0,3.0,,,,,,,,,,,,,
401,PT03M12.00S,2023-05-20T02:06:08.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,94.03745072273325,47.30392156862745,1610612748,74,68,2023-05-20T02:06:23Z,3860000,False,-13.0,4.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
402,PT03M12.00S,2023-05-20T02:06:12.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,74,68,2023-05-20T02:06:12Z,3870000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,401.0,,,,,,,,,,,,,,,,
405,PT03M00.00S,2023-05-20T02:06:29.8Z,3,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,74,68,2023-05-20T02:06:48Z,3890000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Williams III 2 FT),"[200768, 1629057]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Williams III,1629057.0,,,,,,,,
407,PT03M00.00S,2023-05-20T02:07:01.1Z,3,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,75,68,2023-05-20T02:07:01Z,3910000,False,,,0,,R. Williams III Free Throw 1 of 2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
408,PT03M00.00S,2023-05-20T02:07:21.5Z,3,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,76,68,2023-05-20T02:07:21Z,3920000,False,,,0,,R. Williams III Free Throw 2 of 2 (6 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
409,PT02M48.00S,2023-05-20T02:07:44.8Z,3,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,76,68,2023-05-20T02:07:51Z,3930000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (2 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,204059.0,,,,,,,,2.0,,,,
410,PT02M39.00S,2023-05-20T02:07:57.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,17.427726675427067,4.411764705882353,1610612738,79,68,2023-05-20T02:08:01Z,3940000,False,228.0,111.0,1,left,M. Smart 25' 3PT  (7 PTS) (J. Tatum 5 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.36,Made,7.0,,,,,,,,,,J. Tatum,1628369.0,5.0,,,,,
412,PT02M20.00S,2023-05-20T02:08:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,90.01314060446781,40.72074142156863,1610612748,79,68,2023-05-20T02:12:27Z,3960000,False,-46.0,41.0,1,right,MISS C. Martin 6' driving floating Shot - blocked,"[1628997, 1629057]",1610612748.0,MIA,driving floating,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
413,PT02M20.00S,2023-05-20T02:08:16.4Z,3,REGULAR,block,,[],1629057,,,1610612748,79,68,2023-05-20T02:08:19Z,3970000,False,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
414,PT02M19.00S,2023-05-20T02:08:17.4Z,3,REGULAR,rebound,offensive,[],1628997,,,1610612748,79,68,2023-05-20T02:08:24Z,3980000,False,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,412.0,2.0,1.0,1.0,,,,,,,,,,,,,
415,PT02M14.00S,2023-05-20T02:08:21.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,78.9257555847569,7.598039215686274,1610612748,79,71,2023-05-20T02:08:27Z,3990000,False,-212.0,146.0,1,right,C. Martin 25' 3PT  (19 PTS) (J. Butler 6 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.72,Made,19.0,,,,,,,,,,J. Butler,202710.0,6.0,,,,,
417,PT02M03.00S,2023-05-20T02:08:32.4Z,3,REGULAR,turnover,lost ball,[],1627763,,,1610612738,79,71,2023-05-20T02:08:35Z,4010000,False,,,0,,M. Brogdon lost ball TURNOVER (2 TO),"[1627763, 1628997]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2.0,Martin,1628997.0,,
418,PT02M03.00S,2023-05-20T02:08:32.4Z,3,REGULAR,steal,,[],1628997,,,1610612748,79,71,2023-05-20T02:08:34Z,4020000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
419,PT01M58.00S,2023-05-20T02:08:37.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,93.64323258869908,47.30392156862745,1610612748,79,73,2023-05-20T02:08:49Z,4030000,False,-13.0,7.0,1,right,C. Martin running Layup (21 PTS) (K. Lowry 3 AST),"[1628997, 200768]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.53,Made,21.0,,,,,,,,,,K. Lowry,200768.0,3.0,,,,,
421,PT01M41.00S,2023-05-20T02:08:55.0Z,3,REGULAR,turnover,bad pass,[],1629057,,,1610612738,79,73,2023-05-20T02:14:55Z,4050000,False,,,0,,R. Williams III bad pass TURNOVER (2 TO),"[1629057, 200768]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,Lowry,200768.0,,
422,PT01M41.00S,2023-05-20T02:08:55.0Z,3,REGULAR,steal,,[],200768,,,1610612748,79,73,2023-05-20T02:09:57Z,4060000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
