actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
511,PT08M19.00S,2022-10-06T01:22:40.5Z,4,REGULAR,rebound,defensive,[],1630625,,,1610612761,93,83,2022-10-06T01:22:42Z,5070000,,,0,,D. Banton REBOUND (Off:0 Def:2),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Left Corner 3,24+ Left,,,510.0,2.0,2.0,0.0,,,,,,,,,,,,,,
512,PT08M10.00S,2022-10-06T01:22:49.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628367,88.12417871222075,34.31372549019608,1610612761,93,85,2022-10-06T01:23:07Z,5080000,-78.0,59.0,1,right,J. Jackson 9' driving floating Jump Shot (7 PTS) (J. Dowtin 1 AST),"[1628367, 1630288]",1610612761.0,TOR,driving floating,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),8-16 Left,9.82,Made,,,,,,,7.0,J. Dowtin,1630288.0,1.0,,,,,,,,
514,PT08M10.00S,2022-10-06T01:22:56.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,93,85,2022-10-06T01:22:56Z,5100000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT08M10.00S,2022-10-06T01:24:51.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,93,85,2022-10-06T01:25:28Z,5110000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M10.00S,2022-10-06T01:24:51.9Z,4,REGULAR,substitution,out,[],1628449,,,1610612738,93,85,2022-10-06T01:25:28Z,5120000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M10.00S,2022-10-06T01:24:51.9Z,4,REGULAR,substitution,in,[],1629662,,,1610612738,93,85,2022-10-06T01:25:28Z,5130000,,,0,,SUB in: M. Kabengele,[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT08M10.00S,2022-10-06T01:24:51.9Z,4,REGULAR,substitution,in,[],1628391,,,1610612738,93,85,2022-10-06T01:25:28Z,5140000,,,0,,SUB in: D. Wilson,[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M51.00S,2022-10-06T01:26:03.1Z,4,REGULAR,3pt,Jump Shot,[],1630202,9.411957950065702,97.54901960784314,1610612738,93,85,2022-10-06T01:26:10Z,5150000,-238.0,36.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,24.04,Missed,,,,,,,,,,,,,,,,,,
520,PT07M47.00S,2022-10-06T01:26:07.1Z,4,REGULAR,rebound,defensive,[],1630625,,,1610612761,93,85,2022-10-06T01:26:10Z,5160000,,,0,,D. Banton REBOUND (Off:0 Def:3),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Left Corner 3,24+ Left,,,519.0,3.0,3.0,0.0,,,,,,,,,,,,,,
521,PT07M39.00S,2022-10-06T01:26:15.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631132,88.38699080157687,64.4607843137255,1610612761,93,85,2022-10-06T01:26:19Z,5170000,72.0,57.0,1,right,MISS C. Koloko 9' Hook,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Right,9.19,Missed,,,,,,,,,,,,,,,,,,
522,PT07M37.00S,2022-10-06T01:26:17.4Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,93,85,2022-10-06T01:26:19Z,5180000,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Right,,,521.0,2.0,2.0,0.0,,,,,,,,,,,,,,
523,PT07M22.00S,2022-10-06T01:26:33.0Z,4,REGULAR,3pt,Jump Shot,[],1628401,28.33442838370565,21.323529411764707,1610612738,96,85,2022-10-06T01:26:37Z,5190000,143.0,214.0,1,left,D. White 25' 3PT  (10 PTS) (S. Hauser 2 AST),"[1628401, 1630573]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.74,Made,,,,,,,10.0,S. Hauser,1630573.0,2.0,,,,,,,,
525,PT07M05.00S,2022-10-06T01:26:51.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,95.0886990801577,57.35294117647059,1610612761,96,87,2022-10-06T01:27:01Z,5210000,37.0,-6.0,1,right,D. Banton driving Layup (8 PTS) (C. Koloko 2 AST),"[1630625, 1631132]",1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,,,8.0,C. Koloko,1631132.0,2.0,,,,,,,,
526,PT07M05.00S,2022-10-06T01:26:59.0Z,4,REGULAR,foul,personal,['1freethrow'],1629662,,,1610612761,96,87,2022-10-06T01:27:05Z,5220000,,,0,,M. Kabengele shooting personal FOUL (1 PF) (Banton 1 FT),"[1629662, 1630625]",1610612738.0,BOS,shooting,,,Kabengele,M. Kabengele,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,1.0,0.0,Banton,1630625.0,,
528,PT07M05.00S,2022-10-06T01:27:10.0Z,4,REGULAR,substitution,out,[],1628401,,,1610612761,96,87,2022-10-06T01:27:30Z,5240000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M05.00S,2022-10-06T01:27:10.0Z,4,REGULAR,substitution,out,[],1627763,,,1610612761,96,87,2022-10-06T01:27:30Z,5250000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M05.00S,2022-10-06T01:27:10.0Z,4,REGULAR,substitution,in,[],1630271,,,1610612761,96,87,2022-10-06T01:27:30Z,5260000,,,0,,SUB in: B. Thomas,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M05.00S,2022-10-06T01:27:10.0Z,4,REGULAR,substitution,in,[],1628382,,,1610612761,96,87,2022-10-06T01:27:30Z,5270000,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M05.00S,2022-10-06T01:27:29.5Z,4,REGULAR,freethrow,1 of 1,[],1630625,,,1610612761,96,87,2022-10-06T01:27:39Z,5280000,,,0,,MISS D. Banton Free Throw 1 of 1,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
533,PT07M05.00S,2022-10-06T01:27:29.5Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,96,87,2022-10-06T01:27:45Z,5290000,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,532.0,3.0,3.0,0.0,,,,,,,,,,,,,,
535,PT06M48.00S,2022-10-06T01:27:44.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,10.068988173455978,47.794117647058826,1610612738,98,87,2022-10-06T01:27:55Z,5300000,11.0,42.0,1,left,P. Pritchard driving reverse Layup (8 PTS) (M. Kabengele 1 AST),"[1630202, 1629662]",1610612738.0,BOS,driving reverse,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,,,8.0,M. Kabengele,1629662.0,1.0,,,,,,,,
537,PT06M25.00S,2022-10-06T01:28:06.1Z,4,REGULAR,2pt,Jump Shot,[],1630625,72.88107752956637,42.64705882352941,1610612761,98,87,2022-10-06T01:29:24Z,5320000,-37.0,202.0,1,right,MISS D. Banton 20' pullup Shot,[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,20.57,Missed,,,,,,,,,,,,,,,,,,
538,PT06M23.00S,2022-10-06T01:28:08.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,98,87,2022-10-06T01:50:59Z,5330000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Center,,,537.0,,,,,,,,,,,,,,,,,
539,PT06M23.00S,2022-10-06T01:28:15.9Z,4,REGULAR,foul,personal,[],1630271,,,1610612761,98,87,2022-10-06T01:50:59Z,5340000,,,0,,B. Thomas loose ball personal FOUL (1 PF),"[1630271, 1631132]",1610612738.0,BOS,loose ball,,,Thomas,B. Thomas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,201639.0,,,,,,,,1.0,0.0,Koloko,1631132.0,,
542,PT06M23.00S,2022-10-06T01:28:33.7Z,4,REGULAR,substitution,out,[],1630625,,,1610612761,98,87,2022-10-06T01:50:59Z,5370000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M23.00S,2022-10-06T01:28:33.7Z,4,REGULAR,substitution,in,[],1631122,,,1610612761,98,87,2022-10-06T01:50:59Z,5380000,,,0,,SUB in: G. Brown,[1631122],1610612761.0,TOR,,,,Brown,G. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M12.00S,2022-10-06T01:28:57.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630288,75.64060446780552,50.245098039215684,1610612761,98,89,2022-10-06T01:50:59Z,5390000,1.0,176.0,1,right,J. Dowtin 17' Jump Shot (2 PTS),[1630288],1610612761.0,TOR,,,,Dowtin,J. Dowtin,,,,,Mid-Range,16-24 Center,17.65,Made,,,,,,,2.0,,,,,,,,,,,
545,PT05M57.00S,2022-10-06T01:29:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628382,11.645860709592641,38.23529411764706,1610612738,98,89,2022-10-06T01:29:24Z,5400000,59.0,57.0,1,left,MISS J. Jackson 8' Layup,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),8-16 Right,8.19,Missed,,,,,,,,,,,,,,,,,,
546,PT05M55.00S,2022-10-06T01:29:13.6Z,4,REGULAR,rebound,defensive,[],1628391,,,1610612761,98,89,2022-10-06T01:29:24Z,5410000,,,0,,D. Wilson REBOUND (Off:0 Def:1),[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,In The Paint (Non-RA),8-16 Right,,,545.0,1.0,1.0,0.0,,,,,,,,,,,,,,
547,PT05M48.00S,2022-10-06T01:29:20.8Z,4,REGULAR,3pt,Jump Shot,[],1628367,69.85873850197109,22.30392156862745,1610612761,98,89,2022-10-06T01:29:28Z,5420000,-138.0,231.0,1,right,MISS J. Jackson 26' 3PT,[1628367],1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,,,,
548,PT05M48.00S,2022-10-06T01:29:20.8Z,4,REGULAR,rebound,offensive,[],1628391,,,1610612761,98,89,2022-10-06T01:29:28Z,5430000,,,0,,D. Wilson REBOUND (Off:1 Def:1),[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,Above the Break 3,24+ Left Center,,,547.0,2.0,1.0,1.0,,,,,,,,,,,,,,
549,PT05M44.00S,2022-10-06T01:29:25.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628391,82.9993429697766,34.55882352941176,1610612761,98,91,2022-10-06T01:29:30Z,5440000,-77.0,107.0,1,right,D. Wilson 13' turnaround Hook (2 PTS),[1628391],1610612761.0,TOR,turnaround,,,Wilson,D. Wilson,,,,,In The Paint (Non-RA),8-16 Left,13.22,Made,,,,,,,2.0,,,,,,,,,,,
550,PT05M33.00S,2022-10-06T01:29:35.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,9.149145860709593,47.30392156862745,1610612738,100,91,2022-10-06T01:29:41Z,5450000,13.0,34.0,1,left,P. Pritchard driving Layup (10 PTS) (B. Thomas 1 AST),"[1630202, 1630271]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,,,10.0,B. Thomas,1630271.0,1.0,,,,,,,,
551,PT05M18.00S,2022-10-06T01:29:50.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630288,80.89684625492772,36.029411764705884,1610612761,100,93,2022-10-06T01:30:01Z,5460000,-70.0,127.0,1,right,J. Dowtin 14' pullup Jump Shot (4 PTS),[1630288],1610612761.0,TOR,pullup,,,Dowtin,J. Dowtin,,,,,In The Paint (Non-RA),8-16 Center,14.51,Made,,,,,,,4.0,,,,,,,,,,,
553,PT05M07.00S,2022-10-06T01:30:09.0Z,4,REGULAR,foul,personal,[],1628367,,,1610612738,100,93,2022-10-06T01:30:17Z,5470000,,,0,,J. Jackson personal FOUL (1 PF),"[1628367, 1629662]",1610612761.0,TOR,,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,201639.0,,,,,,,,1.0,0.0,Kabengele,1629662.0,,
555,PT05M07.00S,2022-10-06T01:30:17.4Z,4,REGULAR,substitution,out,[],1631132,,,1610612738,100,93,2022-10-06T01:30:30Z,5490000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M07.00S,2022-10-06T01:30:17.4Z,4,REGULAR,substitution,in,[],203920,,,1610612738,100,93,2022-10-06T01:30:30Z,5500000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT04M56.00S,2022-10-06T01:30:40.6Z,4,REGULAR,3pt,Jump Shot,[],1630271,29.38567674113009,23.284313725490197,1610612738,100,93,2022-10-06T01:30:44Z,5510000,134.0,224.0,1,left,MISS B. Thomas 26' 3PT,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
558,PT04M53.00S,2022-10-06T01:30:43.6Z,4,REGULAR,rebound,defensive,[],1628391,,,1610612761,100,93,2022-10-06T01:30:44Z,5520000,,,0,,D. Wilson REBOUND (Off:1 Def:2),[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,Above the Break 3,24+ Right Center,,,557.0,3.0,2.0,1.0,,,,,,,,,,,,,,
559,PT04M42.00S,2022-10-06T01:30:58.7Z,4,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612761,100,93,2022-10-06T01:31:09Z,5530000,,,0,,S. Hauser shooting personal FOUL (1 PF) (Wilson 2 FT),"[1630573, 1628391]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201639.0,,,,,,,,1.0,0.0,Wilson,1628391.0,,
561,PT04M42.00S,2022-10-06T01:31:20.8Z,4,REGULAR,freethrow,1 of 2,[],1628391,,,1610612761,100,94,2022-10-06T01:31:20Z,5550000,,,0,,D. Wilson Free Throw 1 of 2 (3 PTS),[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
562,PT04M42.00S,2022-10-06T01:31:34.1Z,4,REGULAR,freethrow,2 of 2,[],1628391,,,1610612761,100,95,2022-10-06T01:31:34Z,5560000,,,0,,D. Wilson Free Throw 2 of 2 (4 PTS),[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
563,PT04M28.00S,2022-10-06T01:31:50.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,8.360709592641262,47.05882352941176,1610612738,102,95,2022-10-06T01:34:12Z,5570000,15.0,26.0,1,left,P. Pritchard driving reverse Layup (12 PTS),[1630202],1610612738.0,BOS,driving reverse,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,3.0,Made,,,,,,,12.0,,,,,,,,,,,
564,PT04M13.00S,2022-10-06T01:32:04.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630288,79.84559789750328,36.76470588235294,1610612761,102,97,2022-10-06T01:32:08Z,5580000,-66.0,137.0,1,right,J. Dowtin 15' pullup Jump Shot (6 PTS),[1630288],1610612761.0,TOR,pullup,,,Dowtin,J. Dowtin,,,,,In The Paint (Non-RA),8-16 Center,15.22,Made,,,,,,,6.0,,,,,,,,,,,
565,PT03M59.00S,2022-10-06T01:32:18.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629662,8.754927726675426,50.0,1610612738,104,97,2022-10-06T01:32:22Z,5590000,0.0,30.0,1,left,M. Kabengele alley-oop Layup (2 PTS) (P. Pritchard 2 AST),"[1629662, 1630202]",1610612738.0,BOS,alley-oop,,,Kabengele,M. Kabengele,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,,,2.0,P. Pritchard,1630202.0,2.0,,,,,,,,
567,PT03M52.00S,2022-10-06T01:32:29.5Z,4,REGULAR,foul,personal,[],1630271,,,1610612761,104,97,2022-10-06T01:32:37Z,5610000,,,0,,B. Thomas personal FOUL (2 PF),"[1630271, 1628391]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Mid-Range,8-16 Right,,,,,,,2005.0,,,,,,,,2.0,0.0,Wilson,1628391.0,,
569,PT03M36.00S,2022-10-06T01:33:01.5Z,4,REGULAR,3pt,Jump Shot,[],203920,89.04402102496715,4.901960784313726,1610612761,104,100,2022-10-06T01:33:06Z,5630000,-225.0,50.0,1,right,K. Birch 3PT  (5 PTS) (J. Dowtin 2 AST),"[203920, 1630288]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,Left Corner 3,24+ Left,23.11,Made,,,,,,,5.0,J. Dowtin,1630288.0,2.0,,,,,,,,
571,PT03M14.00S,2022-10-06T01:33:22.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,30.962549277266753,78.43137254901961,1610612738,104,100,2022-10-06T01:36:32Z,5650000,-142.0,239.0,1,left,MISS P. Pritchard 27' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,27.77,Missed,,,,,,,,,,,,,,,,,,
572,PT03M11.00S,2022-10-06T01:33:25.6Z,4,REGULAR,rebound,offensive,[],1630271,,,1610612738,104,100,2022-10-06T01:33:27Z,5660000,,,0,,B. Thomas REBOUND (Off:1 Def:0),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,Above the Break 3,24+ Left Center,,,571.0,1.0,0.0,1.0,,,,,,,,,,,,,,
573,PT03M09.00S,2022-10-06T01:33:27.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628382,34.773324572930356,26.225490196078432,1610612738,104,100,2022-10-06T01:33:35Z,5670000,119.0,274.0,1,left,MISS J. Jackson 29' 3PT,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Right Center,29.91,Missed,,,,,,,,,,,,,,,,,,
574,PT03M06.00S,2022-10-06T01:33:30.4Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,104,100,2022-10-06T01:33:35Z,5680000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,573.0,1.0,0.0,1.0,,,,,,,,,,,,,,
575,PT02M59.00S,2022-10-06T01:33:37.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,26.363337713534822,87.99019607843137,1610612738,104,100,2022-10-06T01:33:45Z,5690000,-190.0,195.0,1,left,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
576,PT02M57.00S,2022-10-06T01:33:39.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,104,100,2022-10-06T01:33:45Z,5700000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,575.0,,,,,,,,,,,,,,,,,
578,PT02M57.00S,2022-10-06T01:33:49.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,104,100,2022-10-06T01:33:49Z,5720000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT02M41.00S,2022-10-06T01:36:53.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630288,92.46057818659659,45.588235294117645,1610612761,104,102,2022-10-06T01:36:59Z,5730000,-22.0,18.0,1,right,J. Dowtin driving reverse Layup (8 PTS),[1630288],1610612761.0,TOR,driving reverse,,,Dowtin,J. Dowtin,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,8.0,,,,,,,,,,,
580,PT02M19.00S,2022-10-06T01:37:15.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628382,10.5946123521682,59.068627450980394,1610612738,104,102,2022-10-06T01:37:20Z,5740000,-45.0,47.0,1,left,MISS J. Jackson 6' driving finger roll Layup,[1628382],1610612738.0,BOS,driving finger roll,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
581,PT02M18.00S,2022-10-06T01:37:16.5Z,4,REGULAR,rebound,defensive,[],1628391,,,1610612761,104,102,2022-10-06T01:37:20Z,5750000,,,0,,D. Wilson REBOUND (Off:1 Def:3),[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,580.0,4.0,3.0,1.0,,,,,,,,,,,,,,
582,PT02M15.00S,2022-10-06T01:37:22.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630271,,,1610612761,104,102,2022-10-06T01:37:32Z,5760000,,,0,,B. Thomas personal FOUL (3 PF) (Wilson 2 FT),"[1630271, 1628391]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1630886.0,,,,,,,,3.0,0.0,Wilson,1628391.0,,
584,PT02M15.00S,2022-10-06T01:37:46.6Z,4,REGULAR,freethrow,1 of 2,[],1628391,,,1610612761,104,102,2022-10-06T01:37:46Z,5780000,,,0,,MISS D. Wilson Free Throw 1 of 2,[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
585,PT02M15.00S,2022-10-06T01:37:46.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,104,102,2022-10-06T01:37:46Z,5790000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,
586,PT02M15.00S,2022-10-06T01:38:00.2Z,4,REGULAR,freethrow,2 of 2,[],1628391,,,1610612761,104,103,2022-10-06T01:38:00Z,5800000,,,0,,D. Wilson Free Throw 2 of 2 (5 PTS),[1628391],1610612761.0,TOR,,,,Wilson,D. Wilson,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
587,PT02M02.00S,2022-10-06T01:38:15.6Z,4,REGULAR,3pt,Jump Shot,[],1628382,9.280551905387648,97.79411764705883,1610612738,104,103,2022-10-06T01:38:20Z,5810000,-239.0,35.0,1,left,MISS J. Jackson 24' 3PT,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Left Corner 3,24+ Left,24.15,Missed,,,,,,,,,,,,,,,,,,
588,PT01M58.00S,2022-10-06T01:38:19.6Z,4,REGULAR,rebound,defensive,[],1630288,,,1610612761,104,103,2022-10-06T01:38:20Z,5820000,,,0,,J. Dowtin REBOUND (Off:0 Def:1),[1630288],1610612761.0,TOR,,,,Dowtin,J. Dowtin,,,,,Left Corner 3,24+ Left,,,587.0,1.0,1.0,0.0,,,,,,,,,,,,,,
589,PT01M54.00S,2022-10-06T01:38:22.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631122,72.35545335085413,20.098039215686274,1610612761,104,106,2022-10-06T01:38:34Z,5830000,-150.0,207.0,1,right,G. Brown 25' 3PT running pullup (3 PTS) (J. Dowtin 3 AST),"[1631122, 1630288]",1610612761.0,TOR,running pullup,,,Brown,G. Brown,,,,,Above the Break 3,24+ Left Center,25.57,Made,,,,,,,3.0,J. Dowtin,1630288.0,3.0,,,,,,,,
591,PT01M44.00S,2022-10-06T01:38:37.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630573,11.514454664914586,56.61764705882353,1610612738,106,106,2022-10-06T01:38:42Z,5850000,-33.0,56.0,1,left,S. Hauser 6' turnaround fadeaway Jump Shot (17 PTS) (P. Pritchard 3 AST),"[1630573, 1630202]",1610612738.0,BOS,turnaround fadeaway,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,,,,,,,17.0,P. Pritchard,1630202.0,3.0,,,,,,,,
593,PT01M30.00S,2022-10-06T01:38:56.7Z,4,REGULAR,2pt,Jump Shot,[],1631122,73.53810775295663,35.78431372549019,1610612761,106,108,2022-10-06T01:39:00Z,5870000,-71.0,196.0,1,right,G. Brown 20' pullup Jump Shot (5 PTS) (K. Birch 1 AST),"[1631122, 203920]",1610612761.0,TOR,pullup,,,Brown,G. Brown,,,,,Mid-Range,16-24 Left Center,20.87,Made,,,,,,,5.0,K. Birch,203920.0,1.0,,,,,,,,
595,PT01M16.00S,2022-10-06T01:39:12.2Z,4,REGULAR,3pt,Jump Shot,[],1628382,15.850854139290407,3.6764705882352944,1610612738,106,108,2022-10-06T01:41:22Z,5890000,232.0,96.0,1,left,MISS J. Jackson 25' pullup 3PT,[1628382],1610612738.0,BOS,pullup,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
596,PT01M12.00S,2022-10-06T01:39:16.2Z,4,REGULAR,rebound,offensive,[],1630573,,,1610612738,106,108,2022-10-06T01:47:26Z,5900000,,,0,,S. Hauser REBOUND (Off:1 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,595.0,4.0,3.0,1.0,,,,,,,,,,,,,,
603,PT01M11.00S,2022-10-06T01:39:16.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630573,12.483574244415244,50.513174019607845,1610612738,108,108,2022-10-06T01:43:01Z,5905000,-3.0,65.0,1,left,S. Hauser 6' driving floating Jump Shot (19 PTS),[1630573],1610612738.0,BOS,driving floating,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,6.49,Made,,,,,,,19.0,,,,,,,,,,,
