actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
258,PT05M16.00S,2023-05-04T00:51:48.9Z,2,REGULAR,block,,[],201143,,,1610612755,45,38,2023-05-04T00:51:51Z,2550000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT05M14.00S,2023-05-04T00:51:50.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,38,2023-05-04T00:51:57Z,2560000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,,
260,PT05M10.00S,2023-05-04T00:51:57.3Z,2,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612738,45,38,2023-05-04T00:52:09Z,2570000,False,,,0,,T. Maxey shooting personal FOUL (2 PF) (White 2 FT),"[1630178, 1628401]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202041.0,2.0,0.0,White,1628401.0,,,
262,PT05M10.00S,2023-05-04T00:52:24.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628401,,,1610612738,46,38,2023-05-04T00:52:24Z,2590000,False,,,0,,D. White Free Throw 1 of 2 (1 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
263,PT05M10.00S,2023-05-04T00:52:33.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,46,38,2023-05-04T00:52:36Z,2600000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M10.00S,2023-05-04T00:52:33.0Z,2,REGULAR,substitution,in,[],203935,,,1610612738,46,38,2023-05-04T00:52:36Z,2610000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M10.00S,2023-05-04T00:52:54.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628401,,,1610612738,47,38,2023-05-04T00:52:55Z,2620000,False,,,0,,D. White Free Throw 2 of 2 (2 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
266,PT04M56.00S,2023-05-04T00:53:13.7Z,2,REGULAR,foul,offensive,[],200782,,,1610612755,47,38,2023-05-04T00:53:24Z,2630000,False,,,0,,P. Tucker offensive FOUL (2 PF),"[200782, 1627759]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1179.0,2.0,0.0,Brown,1627759.0,,,
268,PT04M56.00S,2023-05-04T00:53:13.7Z,2,REGULAR,turnover,offensive foul,[],200782,,,1610612755,47,38,2023-05-04T00:53:13Z,2650000,False,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1179.0,,,,,1.0,,
269,PT04M56.00S,2023-05-04T00:53:21.5Z,2,REGULAR,substitution,out,[],200782,,,1610612738,47,38,2023-05-04T00:53:30Z,2660000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M56.00S,2023-05-04T00:53:21.5Z,2,REGULAR,substitution,in,[],1629001,,,1610612738,47,38,2023-05-04T00:53:30Z,2670000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M46.00S,2023-05-04T00:53:48.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,93.82391590013141,4.189644607843137,1610612738,47,38,2023-05-04T00:54:23Z,2680000,False,-229.0,6.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
272,PT04M44.00S,2023-05-04T00:53:50.6Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,47,38,2023-05-04T00:54:01Z,2690000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,271.0,1.0,0.0,1.0,,,,,,,,,,
273,PT04M41.00S,2023-05-04T00:53:53.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201143,79.188567674113,8.088235294117647,1610612738,50,38,2023-05-04T00:54:05Z,2700000,False,-210.0,143.0,1,right,A. Horford 25' 3PT  (3 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,25.38,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
275,PT04M41.00S,2023-05-04T00:53:59.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,50,38,2023-05-04T00:53:59Z,2720000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M23.00S,2023-05-04T00:57:55.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,15.719448094612352,41.911764705882355,1610612755,50,40,2023-05-04T00:58:03Z,2730000,False,40.0,95.0,1,left,T. Maxey 10' driving floating Jump Shot (11 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,10.35,Made,11.0,,,,,,,,,,,,,,,,,
277,PT04M04.00S,2023-05-04T00:58:15.3Z,2,REGULAR,3pt,Jump Shot,[],1627763,69.99014454664915,71.56862745098039,1610612738,50,40,2023-05-04T00:58:22Z,2740000,False,108.0,230.0,1,right,MISS M. Brogdon 25' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
278,PT04M03.00S,2023-05-04T00:58:16.3Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,50,40,2023-05-04T00:58:22Z,2750000,False,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,277.0,5.0,4.0,1.0,,,,,,,,,,
279,PT03M38.00S,2023-05-04T00:58:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.964520367936925,54.189644607843135,1610612755,50,42,2023-05-04T00:58:46Z,2760000,False,-21.0,13.0,1,left,T. Maxey driving Layup (13 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.46,Made,13.0,,,,,,,,,,,,,,,,,
280,PT03M15.00S,2023-05-04T00:59:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,89.83245729303549,54.90196078431373,1610612738,50,42,2023-05-04T00:59:08Z,2770000,False,25.0,43.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,,
281,PT03M13.00S,2023-05-04T00:59:06.1Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,50,42,2023-05-04T00:59:06Z,2780000,False,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,,
282,PT03M09.00S,2023-05-04T00:59:13.0Z,2,REGULAR,foul,offensive,[],1630194,,,1610612755,50,42,2023-05-04T00:59:22Z,2790000,False,,,0,,P. Reed offensive FOUL (1 PF),"[1630194, 1628401]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2534.0,1.0,0.0,White,1628401.0,,,
284,PT03M09.00S,2023-05-04T00:59:13.0Z,2,REGULAR,turnover,offensive foul,[],1630194,,,1610612755,50,42,2023-05-04T00:59:13Z,2810000,False,,,0,,P. Reed offensive foul TURNOVER (1 TO),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2534.0,,,,,1.0,,
285,PT03M09.00S,2023-05-04T00:59:21.0Z,2,REGULAR,substitution,out,[],1630194,,,1610612738,50,42,2023-05-04T00:59:24Z,2820000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M09.00S,2023-05-04T00:59:21.0Z,2,REGULAR,substitution,in,[],203954,,,1610612738,50,42,2023-05-04T00:59:24Z,2830000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M09.00S,2023-05-04T00:59:27.8Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,50,42,2023-05-04T00:59:30Z,2840000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M09.00S,2023-05-04T00:59:27.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,50,42,2023-05-04T00:59:30Z,2850000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M57.00S,2023-05-04T00:59:45.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,94.61235216819975,3.209252450980392,1610612738,50,42,2023-05-04T00:59:52Z,2860000,False,-234.0,-2.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
290,PT02M56.00S,2023-05-04T00:59:46.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,50,42,2023-05-04T00:59:52Z,2870000,False,,,0,,J. Harden REBOUND (Off:1 Def:7),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,,,,,289.0,8.0,7.0,1.0,,,,,,,,,,
291,PT02M37.00S,2023-05-04T01:00:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.83311432325887,48.42984068627451,1610612755,50,44,2023-05-04T01:00:12Z,2880000,False,8.0,12.0,1,left,J. Embiid cutting Layup (10 PTS) (J. Harden 3 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.41,Made,10.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
293,PT02M17.00S,2023-05-04T01:00:24.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,70.25295663600527,74.50980392156863,1610612738,50,44,2023-05-04T01:00:32Z,2900000,False,123.0,227.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
294,PT02M16.00S,2023-05-04T01:00:25.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,50,44,2023-05-04T01:00:32Z,2910000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,293.0,,,,,,,,,,,,,
295,PT02M16.00S,2023-05-04T01:00:35.0Z,2,REGULAR,foul,personal,[],1630178,,,1610612738,50,44,2023-05-04T01:00:42Z,2920000,False,,,0,,T. Maxey loose ball personal FOUL (3 PF),"[1630178, 1628401]",1610612755.0,PHI,loose ball,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202041.0,3.0,0.0,White,1628401.0,,,
297,PT02M16.00S,2023-05-04T01:00:58.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,50,44,2023-05-04T01:01:10Z,2940000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M16.00S,2023-05-04T01:00:58.4Z,2,REGULAR,substitution,out,[],1630178,,,1610612738,50,44,2023-05-04T01:01:10Z,2950000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M16.00S,2023-05-04T01:00:58.4Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,50,44,2023-05-04T01:01:10Z,2960000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M16.00S,2023-05-04T01:00:58.4Z,2,REGULAR,substitution,in,[],1629667,,,1610612738,50,44,2023-05-04T01:01:10Z,2970000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M08.00S,2023-05-04T01:01:26.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,69.33311432325887,24.264705882352942,1610612738,50,44,2023-05-04T01:01:32Z,2980000,False,-129.0,236.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,
302,PT02M06.00S,2023-05-04T01:01:28.4Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,50,44,2023-05-04T01:01:32Z,2990000,False,,,0,,J. Harden REBOUND (Off:1 Def:8),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,301.0,9.0,8.0,1.0,,,,,,,,,,
303,PT02M00.00S,2023-05-04T01:01:33.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,11.514454664914586,3.431372549019608,1610612755,50,44,2023-05-04T01:02:11Z,3000000,False,233.0,56.0,1,left,MISS D. Melton running 3PT,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
304,PT01M59.00S,2023-05-04T01:01:34.7Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,50,44,2023-05-04T01:01:40Z,3010000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,303.0,2.0,2.0,0.0,,,,,,,,,,
305,PT01M47.00S,2023-05-04T01:01:47.6Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,50,44,2023-05-04T01:03:57Z,3020000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629001]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
306,PT01M47.00S,2023-05-04T01:01:47.6Z,2,REGULAR,steal,,[],1629001,,,1610612755,50,44,2023-05-04T01:02:57Z,3030000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
307,PT01M43.00S,2023-05-04T01:01:55.7Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612755,50,44,2023-05-04T01:02:13Z,3040000,False,,,0,,D. White shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628401, 203954]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202041.0,1.0,0.0,Embiid,203954.0,,,
309,PT01M43.00S,2023-05-04T01:02:26.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203954,,,1610612755,50,44,2023-05-04T01:03:34Z,3060000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
310,PT01M43.00S,2023-05-04T01:02:26.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,50,44,2023-05-04T01:03:34Z,3070000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,
311,PT01M43.00S,2023-05-04T01:02:27.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612755,50,44,2023-05-04T01:02:36Z,3080000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M43.00S,2023-05-04T01:02:27.6Z,2,REGULAR,substitution,out,[],1629667,,,1610612755,50,44,2023-05-04T01:02:36Z,3090000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M43.00S,2023-05-04T01:02:27.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612755,50,44,2023-05-04T01:02:36Z,3100000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M43.00S,2023-05-04T01:02:27.6Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,50,44,2023-05-04T01:02:36Z,3110000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M43.00S,2023-05-04T01:02:26.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",203954,,,1610612755,50,45,2023-05-04T01:03:34Z,3120000,False,,,0,,J. Embiid Free Throw 2 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
316,PT01M31.00S,2023-05-04T01:03:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,88.38699080157687,42.64705882352941,1610612738,52,45,2023-05-04T01:03:13Z,3130000,False,-37.0,57.0,1,right,M. Smart 6' driving Layup (11 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,6.76,Made,11.0,,,,,,,,,,,,,,,,,
317,PT01M05.00S,2023-05-04T01:03:35.7Z,2,REGULAR,2pt,Jump Shot,[],1627777,24.26084099868594,39.950980392156865,1610612755,52,45,2023-05-04T01:06:08Z,3140000,False,50.0,176.0,1,left,MISS G. Niang 18' turnaround Shot - blocked,"[1627777, 203935]",1610612755.0,PHI,turnaround,,,Niang,G. Niang,,,,,Mid-Range,16-24 Center,18.26,Missed,,,,,,,,,Smart,203935.0,,,,,,,,
318,PT01M05.00S,2023-05-04T01:03:35.7Z,2,REGULAR,block,,[],203935,,,1610612755,52,45,2023-05-04T01:03:38Z,3150000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
319,PT01M04.00S,2023-05-04T01:03:36.7Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,52,45,2023-05-04T01:03:41Z,3160000,False,,,0,,M. Smart REBOUND (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,317.0,5.0,4.0,1.0,,,,,,,,,,
320,PT00M59.20S,2023-05-04T01:03:42.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,87.20433639947439,95.34313725490196,1610612738,55,45,2023-05-04T01:05:17Z,3170000,False,227.0,68.0,1,right,D. White 3PT running (5 PTS) (A. Horford 1 AST),"[1628401, 201143]",1610612738.0,BOS,running,,,White,D. White,,,,,Right Corner 3,24+ Right,23.66,Made,5.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
322,PT00M45.10S,2023-05-04T01:04:04.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,6.438896189224705,49.42938112745098,1610612755,55,47,2023-05-04T01:04:12Z,3190000,False,3.0,8.0,1,left,J. Embiid driving DUNK (13 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.85,Made,13.0,,,,,,,,,,,,,,,,,
323,PT00M28.50S,2023-05-04T01:04:21.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.32539421813404,55.350030637254896,1610612738,57,47,2023-05-04T01:04:28Z,3200000,False,27.0,57.0,1,right,M. Smart 6' turnaround Jump Shot (13 PTS),[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,6.32,Made,13.0,,,,,,,,,,,,,,,,,
324,PT00M08.00S,2023-05-04T01:04:45.2Z,2,REGULAR,3pt,Jump Shot,[],201935,35.43035479632063,57.35294117647059,1610612755,57,47,2023-05-04T01:04:57Z,3210000,False,-37.0,281.0,1,left,MISS J. Harden 28' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,28.29,Missed,,,,,,,,,,,,,,,,,,
325,PT00M07.00S,2023-05-04T01:04:46.2Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,57,47,2023-05-04T01:04:57Z,3220000,False,,,0,,T. Harris REBOUND (Off:2 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,324.0,6.0,4.0,2.0,,,,,,,,,,
326,PT00M01.70S,2023-05-04T01:04:51.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202699,20.581471747700395,35.78431372549019,1610612755,57,49,2023-05-04T01:08:27Z,3230000,False,71.0,141.0,1,left,T. Harris 15' pullup Jump Shot (8 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Center,15.79,Made,8.0,,,,,,,,,,,,,,,,,
327,PT00M00.00S,2023-05-04T01:04:57.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,42.000657030223394,78.92156862745098,1610612738,57,49,2023-05-04T01:08:46Z,3240000,False,145.0,493.0,1,right,MISS J. Brown 51' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,51.35,Missed,,,,,,,,,,,,,,,,,,
328,PT00M00.00S,2023-05-04T01:04:57.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,57,49,2023-05-04T01:05:04Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,327.0,,,,,,,,,,,,,
329,PT00M00.00S,2023-05-04T01:05:03.1Z,2,REGULAR,period,end,[],0,,,1610612738,57,49,2023-05-04T01:05:03Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2023-05-04T01:20:36.6Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,57,49,2023-05-04T01:21:13Z,3270000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-05-04T01:20:36.6Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612738,57,49,2023-05-04T01:21:13Z,3280000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2023-05-04T01:20:36.6Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612738,57,49,2023-05-04T01:21:13Z,3290000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2023-05-04T01:20:36.6Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,57,49,2023-05-04T01:21:13Z,3300000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-05-04T01:20:36.6Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612738,57,49,2023-05-04T01:21:13Z,3310000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-05-04T01:20:36.6Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612738,57,49,2023-05-04T01:21:13Z,3320000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-05-04T01:21:35.9Z,3,REGULAR,period,start,[],0,,,1610612738,57,49,2023-05-04T01:21:35Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M39.00S,2023-05-04T01:21:56.8Z,3,REGULAR,2pt,Jump Shot,[],203935,10.38107752956636,66.93474264705883,1610612738,59,49,2023-05-04T01:22:03Z,3340000,False,-85.0,45.0,1,left,M. Smart 9' turnaround fadeaway Jump Shot (15 PTS),[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,9.6,Made,15.0,,,,,,,,,,,,,,,,,
338,PT11M14.00S,2023-05-04T01:22:21.9Z,3,REGULAR,2pt,Jump Shot,[],203954,81.2910643889619,26.47058823529412,1610612755,59,51,2023-05-04T01:22:27Z,3350000,False,-118.0,123.0,1,right,J. Embiid 17' turnaround fadeaway Jump Shot (15 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,17.05,Made,15.0,,,,,,,,,,,,,,,,,
339,PT11M01.00S,2023-05-04T01:22:34.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,9.280551905387648,50.0,1610612738,61,51,2023-05-04T01:22:39Z,3360000,False,0.0,35.0,1,left,J. Brown cutting DUNK (18 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.47,Made,18.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
