actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
434,PT07M52.00S,2022-10-02T18:36:16.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,11.12023653088042,45.83333333333333,1610612766,78,53,2022-10-02T18:38:23Z,4280000,21.0,52.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
435,PT07M50.00S,2022-10-02T18:36:18.5Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,78,53,2022-10-02T18:36:30Z,4290000,,,0,,N. Richards REBOUND (Off:3 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,434.0,6.0,3.0,3.0,,,,,,,,,,,,,,
436,PT07M50.00S,2022-10-02T18:36:18.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630208,12.302890932982917,51.225490196078425,1610612766,78,55,2022-10-02T18:36:55Z,4300000,-6.0,63.0,1,left,N. Richards 6' putback DUNK (4 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,6.34,Made,,,,,4.0,,,,,,,,,,,,,
437,PT07M50.00S,2022-10-02T18:36:24.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,78,55,2022-10-02T18:36:24Z,4310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT07M37.00S,2022-10-02T18:39:35.2Z,3,REGULAR,turnover,lost ball,[],203935,,,1610612738,78,55,2022-10-02T18:39:39Z,4320000,,,0,,M. Smart lost ball TURNOVER (4 TO),"[203935, 1626162]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,4.0,Oubre Jr.,1626162.0,,,,,,,,,,
439,PT07M37.00S,2022-10-02T18:39:35.2Z,3,REGULAR,steal,,[],1626162,,,1610612766,78,55,2022-10-02T18:39:36Z,4330000,,,0,,K. Oubre Jr. STEAL (3 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
440,PT07M34.00S,2022-10-02T18:39:38.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,8.492115637319317,50.73529411764706,1610612766,78,57,2022-10-02T18:40:11Z,4340000,-4.0,27.0,1,left,K. Oubre Jr. running DUNK (17 PTS),[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,17.0,,,,,,,,,,,,,
441,PT07M22.00S,2022-10-02T18:39:50.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,90.48948751642575,96.56862745098039,1610612738,81,57,2022-10-02T18:39:54Z,4350000,233.0,37.0,1,right,J. Tatum 3PT  (16 PTS) (A. Horford 4 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,23.57,Made,,,,,16.0,,,,A. Horford,201143.0,4.0,,,,,,,
443,PT07M01.00S,2022-10-02T18:40:11.4Z,3,REGULAR,3pt,Jump Shot,[],1629023,28.597240473061763,20.098039215686274,1610612766,81,57,2022-10-02T18:40:18Z,4370000,150.0,216.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
444,PT06M58.00S,2022-10-02T18:40:14.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,81,57,2022-10-02T18:40:18Z,4380000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,443.0,5.0,4.0,1.0,,,,,,,,,,,,,,
445,PT06M52.00S,2022-10-02T18:40:20.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,93.9060446780552,49.50980392156863,1610612738,83,57,2022-10-02T18:40:27Z,4390000,-2.0,5.0,1,right,A. Horford cutting DUNK (8 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,8.0,,,,J. Brown,1627759.0,1.0,,,,,,,
447,PT06M38.00S,2022-10-02T18:40:34.2Z,3,REGULAR,3pt,Jump Shot,[],1626162,21.50131406044678,6.372549019607843,1610612766,83,57,2022-10-02T18:40:39Z,4410000,218.0,150.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
448,PT06M35.00S,2022-10-02T18:40:37.2Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,83,57,2022-10-02T18:40:39Z,4420000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,447.0,5.0,4.0,1.0,,,,,,,,,,,,,,
449,PT06M31.00S,2022-10-02T18:40:44.8Z,3,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612738,83,57,2022-10-02T18:40:52Z,4430000,,,0,,K. Oubre Jr. shooting personal FOUL (4 PF) (Brown 2 FT),"[1626162, 1627759]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,4.0,0.0,Brown,1627759.0,,
451,PT06M31.00S,2022-10-02T18:41:15.3Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,83,57,2022-10-02T18:41:15Z,4450000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
452,PT06M31.00S,2022-10-02T18:41:15.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,83,57,2022-10-02T18:41:15Z,4460000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,
453,PT06M31.00S,2022-10-02T18:41:15.9Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,83,57,2022-10-02T18:41:21Z,4470000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M31.00S,2022-10-02T18:41:15.9Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,83,57,2022-10-02T18:41:21Z,4480000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT06M31.00S,2022-10-02T18:41:34.5Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,84,57,2022-10-02T18:41:34Z,4490000,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
456,PT06M18.00S,2022-10-02T18:41:50.8Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612766,84,57,2022-10-02T18:41:58Z,4500000,,,0,,M. Smart shooting personal FOUL (3 PF) (Ball 2 FT),"[203935, 1630163]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628482.0,3.0,0.0,Ball,1630163.0,,
458,PT06M18.00S,2022-10-02T18:42:21.7Z,3,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,84,58,2022-10-02T18:42:21Z,4520000,,,0,,L. Ball Free Throw 1 of 2 (5 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
459,PT06M18.00S,2022-10-02T18:42:39.2Z,3,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,84,59,2022-10-02T18:42:39Z,4530000,,,0,,L. Ball Free Throw 2 of 2 (6 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
460,PT06M08.00S,2022-10-02T18:42:50.7Z,3,REGULAR,3pt,Jump Shot,[],203935,84.97043363994744,4.166666666666666,1610612738,84,59,2022-10-02T18:42:55Z,4540000,-229.0,89.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,24.58,Missed,,,,,,,,,,,,,,,,,,
461,PT06M06.00S,2022-10-02T18:42:52.7Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,84,59,2022-10-02T18:42:55Z,4550000,,,0,,N. Richards REBOUND (Off:3 Def:4),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,460.0,7.0,4.0,3.0,,,,,,,,,,,,,,
462,PT05M58.00S,2022-10-02T18:43:00.4Z,3,REGULAR,3pt,Jump Shot,[],1630163,28.07161629434954,85.04901960784314,1610612766,84,62,2022-10-02T18:43:08Z,4560000,-175.0,211.0,1,left,L. Ball 27' 3PT  (9 PTS) (T. Rozier 2 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.46,Made,,,,,9.0,,,,T. Rozier,1626179.0,2.0,,,,,,,
464,PT05M42.00S,2022-10-02T18:43:16.2Z,3,REGULAR,3pt,Jump Shot,[],1627763,71.17279894875165,21.07843137254902,1610612738,87,62,2022-10-02T18:43:23Z,4580000,-145.0,218.0,1,right,M. Brogdon 26' 3PT  (4 PTS) (D. White 4 AST),"[1627763, 1628401]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,4.0,,,,D. White,1628401.0,4.0,,,,,,,
466,PT05M31.00S,2022-10-02T18:43:27.0Z,3,REGULAR,3pt,Jump Shot,[],1630163,26.888961892247043,85.29411764705883,1610612766,87,65,2022-10-02T18:43:31Z,4600000,-176.0,200.0,1,left,L. Ball 26' 3PT  (12 PTS) (T. Rozier 3 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.7,Made,,,,,12.0,,,,T. Rozier,1626179.0,3.0,,,,,,,
467,PT05M21.00S,2022-10-02T18:43:38.6Z,3,REGULAR,3pt,Jump Shot,[],1627763,66.70499342969777,61.51960784313726,1610612738,87,65,2022-10-02T18:43:43Z,4610000,58.0,260.0,1,right,MISS M. Brogdon 26' step back 3PT,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,,
468,PT05M17.00S,2022-10-02T18:43:42.6Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,87,65,2022-10-02T18:43:43Z,4620000,,,0,,L. Ball REBOUND (Off:2 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,467.0,7.0,5.0,2.0,,,,,,,,,,,,,,
470,PT05M11.00S,2022-10-02T18:43:52.6Z,3,REGULAR,foul,personal,[],203935,,,1610612766,87,65,2022-10-02T18:43:58Z,4630000,,,0,,M. Smart personal FOUL (4 PF),"[203935, 1630208]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1628482.0,4.0,0.0,Richards,1630208.0,,
472,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,out,[],1628401,,,1610612766,87,65,2022-10-02T18:44:15Z,4650000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,out,[],203935,,,1610612766,87,65,2022-10-02T18:44:15Z,4660000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,out,[],201143,,,1610612766,87,65,2022-10-02T18:44:15Z,4670000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,87,65,2022-10-02T18:44:15Z,4680000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,out,[],1626162,,,1610612766,87,65,2022-10-02T18:44:15Z,4690000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612766,87,65,2022-10-02T18:44:15Z,4700000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,in,[],1630573,,,1610612766,87,65,2022-10-02T18:44:15Z,4710000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,in,[],1629662,,,1610612766,87,65,2022-10-02T18:44:15Z,4720000,,,0,,SUB in: M. Kabengele,[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,in,[],1629667,,,1610612766,87,65,2022-10-02T18:44:15Z,4730000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT05M11.00S,2022-10-02T18:44:00.6Z,3,REGULAR,substitution,in,[],1630547,,,1610612766,87,65,2022-10-02T18:44:15Z,4740000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT05M03.00S,2022-10-02T18:44:39.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1630208,11.514454664914586,64.70588235294117,1610612766,87,67,2022-10-02T18:44:56Z,4750000,-74.0,56.0,1,left,N. Richards 9' floating Jump Shot (6 PTS) (L. Ball 4 AST),"[1630208, 1630163]",1610612766.0,CHA,floating,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Left,9.22,Made,,,,,6.0,,,,L. Ball,1630163.0,4.0,,,,,,,
483,PT05M03.00S,2022-10-02T18:44:42.8Z,3,REGULAR,violation,defensive goaltending,[],1629662,,,1610612766,87,67,2022-10-02T18:44:56Z,4760000,,,0,,M. Kabengele defensive goaltending VIOLATION,[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,
484,PT04M50.00S,2022-10-02T18:45:00.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.03745072273325,62.5,1610612738,89,67,2022-10-02T18:45:07Z,4770000,62.0,4.0,1,right,J. Brown 6' driving Layup (22 PTS) (M. Brogdon 7 AST),"[1627759, 1627763]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.26,Made,,,,,22.0,,,,M. Brogdon,1627763.0,7.0,,,,,,,
486,PT04M40.00S,2022-10-02T18:45:10.0Z,3,REGULAR,3pt,Jump Shot,[],1629023,34.37910643889619,44.11764705882353,1610612766,89,67,2022-10-02T18:45:14Z,4790000,29.0,271.0,1,left,MISS P. Washington 27' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,27.23,Missed,,,,,,,,,,,,,,,,,,
487,PT04M37.00S,2022-10-02T18:45:13.0Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,89,67,2022-10-02T18:45:14Z,4800000,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,486.0,4.0,4.0,0.0,,,,,,,,,,,,,,
488,PT04M31.00S,2022-10-02T18:45:18.4Z,3,REGULAR,2pt,Jump Shot,[],1627759,77.34888304862024,33.82352941176471,1610612738,91,67,2022-10-02T18:45:32Z,4810000,-81.0,160.0,1,right,J. Brown 17' step back Jump Shot (24 PTS) (M. Brogdon 8 AST),"[1627759, 1627763]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,17.96,Made,,,,,24.0,,,,M. Brogdon,1627763.0,8.0,,,,,,,
490,PT04M14.00S,2022-10-02T18:45:35.9Z,3,REGULAR,2pt,Jump Shot,[],1630163,24.52365308804205,52.94117647058824,1610612766,91,69,2022-10-02T18:45:43Z,4830000,-15.0,178.0,1,left,L. Ball 17' driving floating Jump Shot (14 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,17.86,Made,,,,,14.0,,,,,,,,,,,,,
491,PT04M03.00S,2022-10-02T18:45:47.5Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,91,69,2022-10-02T18:45:51Z,4840000,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1629023]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,4.0,Washington,1629023.0,,,,,,,,,,
492,PT04M03.00S,2022-10-02T18:45:47.5Z,3,REGULAR,steal,,[],1629023,,,1610612766,91,69,2022-10-02T18:45:48Z,4850000,,,0,,P. Washington STEAL (3 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
493,PT03M58.00S,2022-10-02T18:45:51.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,9.543363994743759,49.26470588235294,1610612766,91,71,2022-10-02T18:49:18Z,4860000,4.0,37.0,1,left,P. Washington running DUNK (4 PTS) (J. Bouknight 2 AST),"[1629023, 1630547]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,4.0,,,,J. Bouknight,1630547.0,2.0,,,,,,,
495,PT03M43.00S,2022-10-02T18:46:07.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629662,93.9060446780552,50.98039215686274,1610612738,93,71,2022-10-02T18:46:11Z,4880000,5.0,5.0,1,right,M. Kabengele alley-oop DUNK (2 PTS) (S. Hauser 1 AST),"[1629662, 1630573]",1610612738.0,BOS,alley-oop,,,Kabengele,M. Kabengele,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,2.0,,,,S. Hauser,1630573.0,1.0,,,,,,,
497,PT03M33.00S,2022-10-02T18:46:17.1Z,3,REGULAR,3pt,Jump Shot,[],1630163,33.85348226018397,70.58823529411765,1610612766,93,71,2022-10-02T18:46:32Z,4900000,-103.0,266.0,1,left,MISS L. Ball 28' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,28.49,Missed,,,,,,,,,,,,,,,,,,
498,PT03M31.00S,2022-10-02T18:46:19.1Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,93,71,2022-10-02T18:46:32Z,4910000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,497.0,1.0,1.0,0.0,,,,,,,,,,,,,,
499,PT03M10.00S,2022-10-02T18:46:39.7Z,3,REGULAR,2pt,Jump Shot,[],1630202,74.98357424441524,29.65686274509804,1610612738,93,71,2022-10-02T18:50:42Z,4920000,-102.0,183.0,1,right,MISS P. Pritchard 20' step back Shot,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,20.91,Missed,,,,,,,,,,,,,,,,,,
500,PT03M05.00S,2022-10-02T18:46:44.7Z,3,REGULAR,rebound,offensive,[],1629662,,,1610612738,93,71,2022-10-02T18:46:45Z,4930000,,,0,,M. Kabengele REBOUND (Off:1 Def:0),[1629662],1610612738.0,BOS,,,,Kabengele,M. Kabengele,,,,,Mid-Range,16-24 Left Center,,,499.0,1.0,0.0,1.0,,,,,,,,,,,,,,
501,PT03M05.00S,2022-10-02T18:46:56.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,93,71,2022-10-02T18:47:07Z,4940000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT03M05.00S,2022-10-02T18:46:56.6Z,3,REGULAR,substitution,out,[],1630163,,,1610612738,93,71,2022-10-02T18:47:07Z,4950000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT03M05.00S,2022-10-02T18:46:56.6Z,3,REGULAR,substitution,out,[],1630208,,,1610612738,93,71,2022-10-02T18:47:07Z,4960000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M05.00S,2022-10-02T18:46:56.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,93,71,2022-10-02T18:47:07Z,4970000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M05.00S,2022-10-02T18:46:56.6Z,3,REGULAR,substitution,in,[],1631109,,,1610612738,93,71,2022-10-02T18:47:07Z,4980000,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT03M05.00S,2022-10-02T18:46:56.6Z,3,REGULAR,substitution,in,[],1628372,,,1610612738,93,71,2022-10-02T18:47:07Z,4990000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT03M03.00S,2022-10-02T18:47:36.2Z,3,REGULAR,jumpball,recovered,[],1630202,,,1610612738,93,71,2022-10-02T18:47:36Z,5000000,,,0,,Jump Ball M. Kabengele vs. P. Washington: Tip to P. Pritchard,"[1630202, 1629662, 1629023]",1610612738.0,BOS,heldball,P. Pritchard,1630202.0,Pritchard,P. Pritchard,Kabengele,1629662.0,Washington,1629023.0,,,,,,,,,,,,,,,,,,,,,,
510,PT02M58.00S,2022-10-02T18:47:41.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,78.9257555847569,90.19607843137256,1610612738,96,71,2022-10-02T18:47:45Z,5030000,201.0,146.0,1,right,S. Hauser 24' 3PT  (12 PTS) (P. Pritchard 2 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.82,Made,,,,,12.0,,,,P. Pritchard,1630202.0,2.0,,,,,,,
512,PT02M48.00S,2022-10-02T18:47:56.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,96,71,2022-10-02T18:47:56Z,5050000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT02M48.00S,2022-10-02T18:50:18.4Z,3,REGULAR,substitution,out,[],1629023,,,1610612766,96,71,2022-10-02T18:50:28Z,5060000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M48.00S,2022-10-02T18:50:18.4Z,3,REGULAR,substitution,in,[],1630550,,,1610612766,96,71,2022-10-02T18:50:28Z,5070000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M39.00S,2022-10-02T18:51:00.1Z,3,REGULAR,foul,personal,[],1630202,,,1610612766,96,71,2022-10-02T18:51:06Z,5080000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1631109]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1151.0,1.0,0.0,Williams,1631109.0,,
518,PT02M30.00S,2022-10-02T18:51:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,11.777266754270697,42.15686274509804,1610612766,96,71,2022-10-02T18:52:49Z,5100000,39.0,58.0,1,left,MISS D. Smith Jr. 7' Layup,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
519,PT02M26.00S,2022-10-02T18:51:29.1Z,3,REGULAR,rebound,offensive,[],1628372,,,1610612766,96,71,2022-10-02T18:51:33Z,5110000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:0),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,518.0,1.0,0.0,1.0,,,,,,,,,,,,,,
520,PT02M26.00S,2022-10-02T18:51:28.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628372,5.590000152587891,50.0,1610612766,96,73,2022-10-02T18:51:28Z,5120000,0.0,0.0,1,left,D. Smith Jr. tip Layup (2 PTS),[1628372],1610612766.0,CHA,tip,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
521,PT02M16.00S,2022-10-02T18:51:40.9Z,3,REGULAR,foul,personal,[],1629667,,,1610612738,96,73,2022-10-02T18:51:51Z,5130000,,,0,,J. McDaniels personal FOUL (2 PF),"[1629667, 1627763]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1151.0,2.0,0.0,Brogdon,1627763.0,,
