actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
395,PT04M59.00S,2023-05-14T21:19:20.1Z,3,REGULAR,substitution,in,[],1629057,,,1610612755,76,58,2023-05-14T21:19:35Z,3770000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M59.00S,2023-05-14T21:19:20.1Z,3,REGULAR,substitution,in,[],200782,,,1610612755,76,58,2023-05-14T21:19:35Z,3780000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M53.00S,2023-05-14T21:19:54.1Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,76,58,2023-05-14T21:19:59Z,3790000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (5 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,5.0,,,,,,,1662.0,,,,,,
398,PT04M40.00S,2023-05-14T21:20:15.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,15.719448094612352,58.82352941176471,1610612738,76,58,2023-05-14T21:20:22Z,3800000,False,-44.0,95.0,1,left,MISS J. Tatum 10' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,10.5,Missed,,,,,,,,,,,,,,,,,,
399,PT04M37.00S,2023-05-14T21:20:18.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,76,58,2023-05-14T21:20:22Z,3810000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,398.0,4.0,4.0,0.0,,,,,,,,,,,,,,
400,PT04M34.00S,2023-05-14T21:20:24.1Z,3,REGULAR,turnover,backcourt,[],203954,,,1610612755,76,58,2023-05-14T21:20:30Z,3820000,False,,,0,,J. Embiid backcourt TURNOVER (4 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,4.0,,,,,,,1662.0,,,,,,
401,PT04M34.00S,2023-05-14T21:20:36.5Z,3,REGULAR,substitution,out,[],201935,,,1610612738,76,58,2023-05-14T21:20:47Z,3830000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M34.00S,2023-05-14T21:20:36.5Z,3,REGULAR,substitution,in,[],1627863,,,1610612738,76,58,2023-05-14T21:20:47Z,3840000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M31.00S,2023-05-14T21:20:51.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,26.888961892247043,13.970588235294118,1610612738,79,58,2023-05-14T21:20:56Z,3850000,False,180.0,200.0,1,left,M. Brogdon 26' 3PT  (3 PTS) (J. Brown 2 AST),"[1627763, 1627759]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.94,Made,,,,,,,,3.0,J. Brown,1627759.0,2.0,,,,,,,
405,PT04M30.00S,2023-05-14T21:20:59.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,79,58,2023-05-14T21:20:59Z,3870000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M11.00S,2023-05-14T21:23:12.3Z,3,REGULAR,substitution,out,[],1629057,,,1610612755,79,58,2023-05-14T21:23:26Z,3890000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M11.00S,2023-05-14T21:23:12.3Z,3,REGULAR,substitution,out,[],200782,,,1610612755,79,58,2023-05-14T21:23:26Z,3900000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M11.00S,2023-05-14T21:23:12.3Z,3,REGULAR,substitution,in,[],203935,,,1610612755,79,58,2023-05-14T21:23:26Z,3910000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M11.00S,2023-05-14T21:23:12.3Z,3,REGULAR,substitution,in,[],201935,,,1610612755,79,58,2023-05-14T21:23:26Z,3920000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M07.00S,2023-05-14T21:23:39.0Z,3,REGULAR,3pt,Jump Shot,[],203954,66.5735873850197,68.13725490196079,1610612755,79,58,2023-05-14T21:23:52Z,3930000,False,91.0,262.0,1,right,MISS J. Embiid 27' fadeaway 3PT,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,27.7,Missed,,,,,,,,,,,,,,,,,,
412,PT04M06.00S,2023-05-14T21:23:40.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,79,58,2023-05-14T21:23:52Z,3940000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,411.0,,,,,,,,,,,,,,,,,
413,PT04M06.00S,2023-05-14T21:23:45.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,79,58,2023-05-14T21:23:55Z,3950000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1162.0,,,,,,
414,PT03M48.00S,2023-05-14T21:24:08.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,3.7614980289093296,95.58823529411765,1610612738,79,58,2023-05-14T21:24:13Z,3960000,False,-228.0,-17.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
415,PT03M46.00S,2023-05-14T21:24:10.9Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612755,79,58,2023-05-14T21:24:13Z,3970000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Left Corner 3,24+ Left,,,414.0,1.0,1.0,0.0,,,,,,,,,,,,,,
416,PT03M28.00S,2023-05-14T21:24:28.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627863,87.33574244415243,39.705882352941174,1610612755,79,58,2023-05-14T21:24:34Z,3980000,False,-51.0,67.0,1,right,MISS D. House Jr. 8' turnaround Hook,[1627863],1610612755.0,PHI,turnaround,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Left,8.41,Missed,,,,,,,,,,,,,,,,,,
417,PT03M26.00S,2023-05-14T21:24:30.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,79,58,2023-05-14T21:24:34Z,3990000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,416.0,4.0,4.0,0.0,,,,,,,,,,,,,,
418,PT03M18.00S,2023-05-14T21:24:41.2Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612738,79,58,2023-05-14T21:24:50Z,4000000,False,,,0,,J. Embiid shooting personal FOUL (3 PF) (Tatum 2 FT),"[203954, 1628369]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1162.0,3.0,0.0,Tatum,1628369.0,,
420,PT03M18.00S,2023-05-14T21:25:07.4Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,79,58,2023-05-14T21:25:07Z,4020000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
421,PT03M18.00S,2023-05-14T21:25:07.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,79,58,2023-05-14T21:25:07Z,4030000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,,,
422,PT03M18.00S,2023-05-14T21:25:08.4Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,79,58,2023-05-14T21:25:14Z,4040000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M18.00S,2023-05-14T21:25:08.4Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,79,58,2023-05-14T21:25:14Z,4050000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M18.00S,2023-05-14T21:25:24.1Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,80,58,2023-05-14T21:25:24Z,4060000,False,,,0,,J. Tatum Free Throw 2 of 2 (39 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,39.0,,,,,,,,,,
425,PT03M04.00S,2023-05-14T21:25:39.3Z,3,REGULAR,3pt,Jump Shot,[],1627863,92.06636005256242,95.58823529411765,1610612755,80,58,2023-05-14T21:25:46Z,4070000,False,228.0,22.0,1,right,MISS D. House Jr. 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,22.9,Missed,,,,,,,,,,,,,,,,,,
426,PT03M02.00S,2023-05-14T21:25:41.3Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612755,80,58,2023-05-14T21:25:46Z,4080000,False,,,0,,D. Melton REBOUND (Off:3 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,,,425.0,5.0,2.0,3.0,,,,,,,,,,,,,,
427,PT02M59.00S,2023-05-14T21:25:44.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627863,91.93495400788436,96.32352941176471,1610612755,80,58,2023-05-14T21:25:50Z,4090000,False,232.0,23.0,1,right,MISS D. House Jr. 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
428,PT02M58.00S,2023-05-14T21:25:45.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,80,58,2023-05-14T21:25:50Z,4100000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,427.0,5.0,5.0,0.0,,,,,,,,,,,,,,
429,PT02M46.00S,2023-05-14T21:25:56.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,5.469776609724048,54.90196078431373,1610612738,80,58,2023-05-14T21:26:01Z,4110000,False,-25.0,-1.0,1,left,MISS M. Brogdon cutting Layup,[1627763],1610612738.0,BOS,cutting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
430,PT02M45.00S,2023-05-14T21:25:57.2Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612755,80,58,2023-05-14T21:26:01Z,4120000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,429.0,2.0,2.0,0.0,,,,,,,,,,,,,,
431,PT02M40.00S,2023-05-14T21:26:02.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,74.06373193166885,13.480392156862745,1610612755,80,58,2023-05-14T21:27:16Z,4130000,False,-183.0,191.0,1,right,MISS D. Melton 26' running 3PT,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
432,PT02M39.00S,2023-05-14T21:26:03.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,58,2023-05-14T21:26:07Z,4140000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,431.0,8.0,8.0,0.0,,,,,,,,,,,,,,
433,PT02M39.00S,2023-05-14T21:26:11.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,80,58,2023-05-14T21:26:11Z,4150000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M39.00S,2023-05-14T21:27:01.6Z,3,REGULAR,substitution,out,[],201143,,,1610612738,80,58,2023-05-14T21:27:49Z,4160000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M39.00S,2023-05-14T21:27:01.6Z,3,REGULAR,substitution,out,[],203954,,,1610612738,80,58,2023-05-14T21:27:49Z,4170000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M39.00S,2023-05-14T21:27:01.6Z,3,REGULAR,substitution,out,[],1627863,,,1610612738,80,58,2023-05-14T21:27:49Z,4180000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M39.00S,2023-05-14T21:27:01.6Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,80,58,2023-05-14T21:27:49Z,4190000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M39.00S,2023-05-14T21:27:01.6Z,3,REGULAR,substitution,in,[],202699,,,1610612738,80,58,2023-05-14T21:27:49Z,4200000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M39.00S,2023-05-14T21:27:01.6Z,3,REGULAR,substitution,in,[],1630194,,,1610612738,80,58,2023-05-14T21:27:49Z,4210000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M21.00S,2023-05-14T21:28:07.5Z,3,REGULAR,3pt,Jump Shot,[],1628401,25.969119579500656,13.725490196078432,1610612738,80,58,2023-05-14T21:28:14Z,4220000,False,181.0,192.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
441,PT02M20.00S,2023-05-14T21:28:08.5Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,80,58,2023-05-14T21:28:14Z,4230000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,440.0,1.0,1.0,0.0,,,,,,,,,,,,,,
442,PT02M12.00S,2023-05-14T21:28:16.8Z,3,REGULAR,3pt,Jump Shot,[],201935,67.7562417871222,67.8921568627451,1610612755,80,58,2023-05-14T21:28:24Z,4240000,False,89.0,251.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
443,PT02M09.00S,2023-05-14T21:28:19.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,58,2023-05-14T21:28:24Z,4250000,False,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,442.0,9.0,9.0,0.0,,,,,,,,,,,,,,
444,PT01M53.00S,2023-05-14T21:28:36.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,8.360709592641262,94.6078431372549,1610612738,83,58,2023-05-14T21:28:40Z,4260000,False,-223.0,26.0,1,left,D. White 3PT  (3 PTS) (M. Smart 2 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.45,Made,,,,,,,,3.0,M. Smart,203935.0,2.0,,,,,,,
446,PT01M39.00S,2023-05-14T21:28:49.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,81.15965834428384,40.44117647058824,1610612755,83,60,2023-05-14T21:28:52Z,4280000,False,-48.0,125.0,1,right,T. Maxey 13' driving floating Jump Shot (12 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,13.35,Made,,,,,,,,12.0,,,,,,,,,,
447,PT01M24.00S,2023-05-14T21:29:05.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.703679369250986,40.44117647058824,1610612738,85,60,2023-05-14T21:29:08Z,4290000,False,48.0,20.0,1,left,M. Brogdon driving Layup (5 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.18,Made,,,,,,,,5.0,,,,,,,,,,
448,PT01M16.00S,2023-05-14T21:29:13.5Z,3,REGULAR,2pt,Jump Shot,[],1630178,78.53153745072274,41.911764705882355,1610612755,85,60,2023-05-14T21:29:20Z,4300000,False,-40.0,149.0,1,right,MISS T. Maxey 15' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,15.47,Missed,,,,,,,,,,,,,,,,,,
449,PT01M14.00S,2023-05-14T21:29:15.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,85,60,2023-05-14T21:29:20Z,4310000,False,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,448.0,10.0,10.0,0.0,,,,,,,,,,,,,,
450,PT00M59.50S,2023-05-14T21:29:29.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.042706964520367,31.862745098039213,1610612738,88,60,2023-05-14T21:31:08Z,4320000,False,91.0,230.0,1,left,J. Tatum 24' 3PT step back (42 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.71,Made,,,,,,,,42.0,,,,,,,,,,
451,PT00M42.60S,2023-05-14T21:29:50.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,66.5735873850197,37.745098039215684,1610612755,88,60,2023-05-14T21:31:41Z,4330000,False,-61.0,262.0,1,right,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
452,PT00M40.80S,2023-05-14T21:29:52.6Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612755,88,60,2023-05-14T21:30:09Z,4340000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,451.0,2.0,1.0,1.0,,,,,,,,,,,,,,
459,PT00M40.60S,2023-05-14T21:29:54.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,92.32917214191852,47.794117647058826,1610612755,88,60,2023-05-14T21:30:59Z,4345000,False,-11.0,20.0,1,right,MISS P. Reed tip Layup,[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
460,PT00M39.60S,2023-05-14T21:29:55.5Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612755,88,60,2023-05-14T21:30:59Z,4347500,False,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,459.0,3.0,1.0,2.0,,,,,,,,,,,,,,
453,PT00M38.80S,2023-05-14T21:29:58.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,94.40999984741211,50.0,1610612755,88,60,2023-05-14T21:30:48Z,4350000,False,0.0,0.0,1,right,MISS P. Reed putback Layup,[1630194],1610612755.0,PHI,putback,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
454,PT00M37.80S,2023-05-14T21:29:59.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,88,60,2023-05-14T21:30:23Z,4360000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,453.0,,,,,,,,,,,,,,,,,
456,PT00M32.70S,2023-05-14T21:30:22.5Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612755,88,60,2023-05-14T21:30:30Z,4380000,False,,,0,,D. White shooting personal FOUL (2 PF) (Harris 2 FT),"[1628401, 202699]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,2715.0,2.0,0.0,Harris,202699.0,,
458,PT00M32.70S,2023-05-14T21:30:42.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202699,,,1610612755,88,61,2023-05-14T21:30:42Z,4400000,False,,,0,,T. Harris Free Throw 1 of 2 (12 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
461,PT00M32.70S,2023-05-14T21:30:56.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202699,,,1610612755,88,62,2023-05-14T21:30:56Z,4410000,False,,,0,,T. Harris Free Throw 2 of 2 (13 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
462,PT00M15.50S,2023-05-14T21:31:16.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,23.209592641261498,86.76470588235294,1610612738,88,62,2023-05-14T21:31:23Z,4420000,False,-184.0,166.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
463,PT00M14.50S,2023-05-14T21:31:17.4Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,88,62,2023-05-14T21:31:23Z,4430000,False,,,0,,P. Reed REBOUND (Off:2 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,462.0,4.0,2.0,2.0,,,,,,,,,,,,,,
464,PT00M00.00S,2023-05-14T21:31:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.14651773981603,45.588235294117645,1610612755,88,62,2023-05-14T21:31:38Z,4440000,False,-22.0,31.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,,,,,
465,PT00M00.00S,2023-05-14T21:31:35.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,88,62,2023-05-14T21:31:35Z,4450000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,464.0,,,,,,,,,,,,,,,,,
466,PT00M00.00S,2023-05-14T21:31:37.8Z,3,REGULAR,period,end,[],0,,,1610612755,88,62,2023-05-14T21:31:37Z,4460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2023-05-14T21:34:15.1Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612755,88,62,2023-05-14T21:34:54Z,4470000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2023-05-14T21:34:15.1Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612755,88,62,2023-05-14T21:34:54Z,4480000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2023-05-14T21:34:15.1Z,4,REGULAR,substitution,out,['startperiod'],1630194,,,1610612755,88,62,2023-05-14T21:34:54Z,4490000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2023-05-14T21:34:15.1Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612755,88,62,2023-05-14T21:34:54Z,4500000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2023-05-14T21:34:15.1Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612755,88,62,2023-05-14T21:34:54Z,4510000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2023-05-14T21:34:15.1Z,4,REGULAR,substitution,in,['startperiod'],203954,,,1610612755,88,62,2023-05-14T21:34:54Z,4520000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-05-14T21:35:14.4Z,4,REGULAR,period,start,[],0,,,1610612738,88,62,2023-05-14T21:35:14Z,4530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M46.00S,2023-05-14T21:35:28.3Z,4,REGULAR,2pt,Jump Shot,[],1627759,20.844283837056505,40.19607843137255,1610612738,88,62,2023-05-14T21:35:35Z,4540000,False,49.0,143.0,1,left,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.15,Missed,,,,,,,,,,,,,,,,,,
475,PT11M44.00S,2023-05-14T21:35:30.3Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,88,62,2023-05-14T21:35:35Z,4550000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Center,,,474.0,6.0,5.0,1.0,,,,,,,,,,,,,,
