actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-05-14T19:41:27.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-05-14T19:41:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-05-14T19:41:30.0Z,1,REGULAR,jumpball,recovered,[],203935,,,1610612738,0,0,2023-05-14T19:41:30Z,40000,False,,,0,,Jump Ball R. Williams III vs. J. Embiid: Tip to M. Smart,"[203935, 1629057, 203954]",1610612738.0,BOS,startperiod,M. Smart,203935.0,Smart,M. Smart,Williams III,1629057.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-05-14T19:41:40.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,70.77858081471747,21.813725490196077,1610612738,0,0,2023-05-14T19:42:00Z,70000,False,-141.0,222.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.31,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2023-05-14T19:41:41.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,0,0,2023-05-14T19:41:51Z,80000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,7.0,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2023-05-14T19:42:13.7Z,1,REGULAR,3pt,Jump Shot,[],201935,27.677398160315374,14.215686274509803,1610612755,0,0,2023-05-14T19:42:19Z,100000,False,179.0,208.0,1,left,MISS J. Harden 27' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.41,Missed,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2023-05-14T19:42:15.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,0,0,2023-05-14T19:42:19Z,110000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M14.00S,2023-05-14T19:42:19.1Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,0,0,2023-05-14T19:42:27Z,120000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Harden,201935.0,,,,,,,,,,,
13,PT11M14.00S,2023-05-14T19:42:19.1Z,1,REGULAR,steal,,[],201935,,,1610612755,0,0,2023-05-14T19:42:21Z,130000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
14,PT11M11.00S,2023-05-14T19:42:22.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201935,8.623521681997373,46.81372549019608,1610612755,0,2,2023-05-14T19:42:35Z,140000,False,16.0,29.0,1,left,J. Harden driving DUNK (2 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.27,Made,,,,,,,,2.0,,,,,,,,,,
15,PT10M58.00S,2023-05-14T19:42:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.06636005256242,49.50980392156863,1610612738,0,2,2023-05-14T19:42:42Z,150000,False,-2.0,22.0,1,right,MISS R. Williams III Layup,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
16,PT10M56.00S,2023-05-14T19:42:36.9Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,0,2,2023-05-14T19:42:42Z,160000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M53.00S,2023-05-14T19:42:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.19776609724047,52.94117647058824,1610612738,2,2,2023-05-14T19:42:47Z,170000,False,15.0,21.0,1,right,J. Brown driving Layup (2 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,,,,2.0,,,,,,,,,,
18,PT10M28.00S,2023-05-14T19:43:04.6Z,1,REGULAR,2pt,Jump Shot,[],203954,16.63929040735874,29.901960784313726,1610612755,2,2,2023-05-14T19:43:10Z,180000,False,100.0,104.0,1,left,MISS J. Embiid 14' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,14.46,Missed,,,,,,,,,,,,,,,,,,
19,PT10M27.00S,2023-05-14T19:43:05.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,2,2,2023-05-14T19:43:10Z,190000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M14.00S,2023-05-14T19:43:18.9Z,1,REGULAR,3pt,Jump Shot,[],201143,65.65374507227332,63.23529411764706,1610612738,2,2,2023-05-14T19:43:26Z,200000,False,66.0,270.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,27.84,Missed,,,,,,,,,,,,,,,,,,
21,PT10M13.00S,2023-05-14T19:43:19.9Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,2,2,2023-05-14T19:43:26Z,210000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M03.00S,2023-05-14T19:43:29.8Z,1,REGULAR,3pt,Jump Shot,[],202699,18.2161629434954,92.8921568627451,1610612755,2,2,2023-05-14T19:43:35Z,220000,False,-214.0,119.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,24.52,Missed,,,,,,,,,,,,,,,,,,
23,PT10M01.00S,2023-05-14T19:43:31.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,2,2,2023-05-14T19:43:35Z,230000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M49.00S,2023-05-14T19:43:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,84.83902759526939,48.03921568627451,1610612738,4,2,2023-05-14T19:43:47Z,240000,False,-10.0,90.0,1,right,J. Brown 9' driving floating Jump Shot (4 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,9.05,Made,,,,,,,,4.0,,,,,,,,,,
25,PT09M32.00S,2023-05-14T19:44:00.6Z,1,REGULAR,3pt,Jump Shot,[],200782,5.601182654402102,1.9607843137254901,1610612755,4,2,2023-05-14T19:44:10Z,250000,False,240.0,0.0,1,left,MISS P. Tucker 24' 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
26,PT09M30.00S,2023-05-14T19:44:02.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,4,2,2023-05-14T19:44:10Z,260000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M23.00S,2023-05-14T19:44:09.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.5407358738502,49.01960784313725,1610612738,6,2,2023-05-14T19:44:43Z,270000,False,-5.0,27.0,1,right,J. Tatum driving DUNK (2 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,,,,2.0,,,,,,,,,,
28,PT09M04.00S,2023-05-14T19:44:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.456636005256241,65.68627450980392,1610612755,6,2,2023-05-14T19:44:39Z,280000,False,-78.0,93.0,1,left,MISS J. Embiid 12' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,12.15,Missed,,,,,,,,,,,,,,,,,,
29,PT09M02.00S,2023-05-14T19:44:30.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,6,2,2023-05-14T19:44:39Z,290000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,28.0,3.0,3.0,0.0,,,,,,,,,,,,,,
30,PT08M47.00S,2023-05-14T19:44:46.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.9862023653088,45.09803921568628,1610612738,8,2,2023-05-14T19:44:52Z,300000,False,-25.0,13.0,1,right,R. Williams III cutting DUNK (2 PTS) (A. Horford 1 AST),"[1629057, 201143]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,2.0,A. Horford,201143.0,1.0,,,,,,,
32,PT08M32.00S,2023-05-14T19:45:00.8Z,1,REGULAR,3pt,Jump Shot,[],1630178,6.783837056504599,3.9215686274509802,1610612755,8,5,2023-05-14T19:45:05Z,320000,False,230.0,11.0,1,left,T. Maxey 3PT  (3 PTS) (J. Harden 1 AST),"[1630178, 201935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,23.07,Made,,,,,,,,3.0,J. Harden,201935.0,1.0,,,,,,,
34,PT08M13.00S,2023-05-14T19:45:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,84.97043363994744,35.78431372549019,1610612738,8,5,2023-05-14T19:45:24Z,340000,False,-71.0,89.0,1,right,MISS J. Tatum 11' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,11.38,Missed,,,,,,,,,,,,,,,,,,
35,PT08M11.00S,2023-05-14T19:45:21.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,8,5,2023-05-14T19:45:24Z,350000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Left,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M08.00S,2023-05-14T19:45:24.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202699,6.83311432325887,47.02435661764706,1610612755,8,7,2023-05-14T19:45:36Z,360000,False,15.0,12.0,1,left,T. Harris running DUNK (2 PTS) (J. Harden 2 AST),"[202699, 201935]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,,,,2.0,J. Harden,201935.0,2.0,,,,,,,
38,PT07M51.00S,2023-05-14T19:45:41.8Z,1,REGULAR,2pt,Jump Shot,[],1627759,76.16622864651774,29.901960784313726,1610612738,8,7,2023-05-14T19:45:48Z,380000,False,-100.0,172.0,1,right,MISS J. Brown 19' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,19.88,Missed,,,,,,,,,,,,,,,,,,
39,PT07M49.00S,2023-05-14T19:45:43.8Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,8,7,2023-05-14T19:45:48Z,390000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT07M41.00S,2023-05-14T19:45:51.5Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612755,8,7,2023-05-14T19:45:56Z,400000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 201143]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Horford,201143.0,,,,,,,,,,,
41,PT07M41.00S,2023-05-14T19:45:51.5Z,1,REGULAR,steal,,[],201143,,,1610612738,8,7,2023-05-14T19:45:56Z,410000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT07M26.00S,2023-05-14T19:46:10.7Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,8,7,2023-05-14T19:49:26Z,420000,False,,,0,,M. Smart lost ball out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,lost ball,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,,,,,,,1162.0,,,,,,
43,PT07M12.00S,2023-05-14T19:46:31.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200782,5.601182654402102,4.411764705882353,1610612755,8,10,2023-05-14T19:46:36Z,430000,False,228.0,0.0,1,left,P. Tucker 3PT  (3 PTS) (T. Maxey 1 AST),"[200782, 1630178]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,22.79,Made,,,,,,,,3.0,T. Maxey,1630178.0,1.0,,,,,,,
45,PT06M59.00S,2023-05-14T19:46:46.7Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612738,8,10,2023-05-14T19:47:34Z,450000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630178, 1628369]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2715.0,1.0,0.0,Tatum,1628369.0,,
47,PT06M59.00S,2023-05-14T19:47:11.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,8,10,2023-05-14T19:47:11Z,470000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M59.00S,2023-05-14T19:50:46.4Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,9,10,2023-05-14T19:50:46Z,480000,False,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
49,PT06M59.00S,2023-05-14T19:51:02.3Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,10,10,2023-05-14T19:51:02Z,490000,False,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
50,PT06M42.00S,2023-05-14T19:51:21.4Z,1,REGULAR,3pt,Jump Shot,[],200782,5.863994743758213,1.9607843137254901,1610612755,10,13,2023-05-14T19:51:27Z,500000,False,240.0,3.0,1,left,P. Tucker 24' 3PT  (6 PTS) (J. Harden 3 AST),"[200782, 201935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,24.02,Made,,,,,,,,6.0,J. Harden,201935.0,3.0,,,,,,,
52,PT06M20.00S,2023-05-14T19:51:42.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,73.80091984231275,43.627450980392155,1610612738,10,13,2023-05-14T19:51:48Z,520000,False,-32.0,194.0,1,right,MISS J. Brown 19' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,19.64,Missed,,,,,,,,,,,,,,,,,,
53,PT06M18.00S,2023-05-14T19:51:44.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,10,13,2023-05-14T19:51:48Z,530000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT05M58.00S,2023-05-14T19:52:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,8.360709592641262,50.73529411764706,1610612755,10,15,2023-05-14T19:52:09Z,540000,False,-4.0,26.0,1,left,P. Tucker cutting Layup (8 PTS) (J. Harden 4 AST),"[200782, 201935]",1610612755.0,PHI,cutting,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,,8.0,J. Harden,201935.0,4.0,,,,,,,
56,PT05M44.00S,2023-05-14T19:52:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,87.59855453350855,56.372549019607845,1610612738,10,15,2023-05-14T19:52:41Z,560000,False,32.0,64.0,1,right,MISS J. Tatum 7' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
57,PT05M43.00S,2023-05-14T19:52:20.1Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,10,15,2023-05-14T19:52:29Z,570000,False,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,,,
58,PT05M31.00S,2023-05-14T19:52:32.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,92.06636005256242,68.38235294117648,1610612738,12,15,2023-05-14T19:52:36Z,580000,False,92.0,22.0,1,right,J. Tatum 9' fadeaway Jump Shot (6 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,9.45,Made,,,,,,,,6.0,,,,,,,,,,
59,PT05M14.00S,2023-05-14T19:52:49.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,25.969119579500656,15.686274509803921,1610612755,12,15,2023-05-14T19:52:55Z,590000,False,172.0,192.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
60,PT05M12.00S,2023-05-14T19:52:51.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,12,15,2023-05-14T19:52:55Z,600000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,,
61,PT05M03.00S,2023-05-14T19:53:02.2Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,12,15,2023-05-14T19:53:13Z,610000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Tatum 2 FT),"[202699, 1628369]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1162.0,1.0,0.0,Tatum,1628369.0,,
63,PT05M03.00S,2023-05-14T19:53:31.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,12,15,2023-05-14T19:53:31Z,630000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M03.00S,2023-05-14T19:55:49.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,12,15,2023-05-14T19:56:58Z,640000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M03.00S,2023-05-14T19:55:49.5Z,1,REGULAR,substitution,out,[],201143,,,1610612738,12,15,2023-05-14T19:56:58Z,650000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M03.00S,2023-05-14T19:55:49.5Z,1,REGULAR,substitution,out,[],202699,,,1610612738,12,15,2023-05-14T19:56:58Z,660000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M03.00S,2023-05-14T19:55:49.5Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,12,15,2023-05-14T19:56:58Z,670000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M03.00S,2023-05-14T19:55:49.5Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,12,15,2023-05-14T19:56:58Z,680000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M03.00S,2023-05-14T19:55:49.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612738,12,15,2023-05-14T19:56:58Z,690000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M03.00S,2023-05-14T19:57:08.0Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,12,15,2023-05-14T19:57:08Z,700000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT05M03.00S,2023-05-14T19:57:08.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,12,15,2023-05-14T19:57:08Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,
72,PT05M03.00S,2023-05-14T19:57:31.4Z,1,REGULAR,substitution,out,[],200782,,,1610612738,12,15,2023-05-14T19:57:37Z,720000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M03.00S,2023-05-14T19:57:31.4Z,1,REGULAR,substitution,in,[],202699,,,1610612738,12,15,2023-05-14T19:57:37Z,730000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M03.00S,2023-05-14T19:57:43.9Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,13,15,2023-05-14T19:57:43Z,740000,False,,,0,,J. Tatum Free Throw 2 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
75,PT04M45.00S,2023-05-14T19:58:08.2Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,13,15,2023-05-14T19:58:11Z,750000,False,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1628369]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,
76,PT04M45.00S,2023-05-14T19:58:08.2Z,1,REGULAR,steal,,[],1628369,,,1610612738,13,15,2023-05-14T19:58:10Z,760000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
77,PT04M40.00S,2023-05-14T19:58:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,91.93495400788436,54.41176470588235,1610612738,13,15,2023-05-14T19:58:17Z,770000,False,22.0,23.0,1,right,MISS M. Smart running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
78,PT04M38.00S,2023-05-14T19:58:15.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,13,15,2023-05-14T19:58:17Z,780000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,,
79,PT04M19.00S,2023-05-14T19:58:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.178055190538765,42.64705882352941,1610612755,13,15,2023-05-14T19:58:48Z,790000,False,37.0,15.0,1,left,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
80,PT04M18.00S,2023-05-14T19:58:19.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,13,15,2023-05-14T19:58:48Z,800000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,79.0,3.0,2.0,1.0,,,,,,,,,,,,,,
81,PT04M01.00S,2023-05-14T19:58:52.4Z,1,REGULAR,3pt,Jump Shot,[],203935,89.04402102496715,1.9607843137254901,1610612738,16,15,2023-05-14T19:59:01Z,810000,False,-240.0,50.0,1,right,M. Smart 24' 3PT  (3 PTS) (R. Williams III 1 AST),"[203935, 1629057]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,24.55,Made,,,,,,,,3.0,R. Williams III,1629057.0,1.0,,,,,,,
83,PT03M37.00S,2023-05-14T19:59:16.4Z,1,REGULAR,2pt,Jump Shot,[],1630178,5.469776609724048,75.24509803921569,1610612755,16,15,2023-05-14T19:59:27Z,830000,False,-126.0,-1.0,1,left,MISS T. Maxey 12' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,12.62,Missed,,,,,,,,,,,,,,,,,,
84,PT03M36.00S,2023-05-14T19:59:17.4Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612755,16,15,2023-05-14T19:59:27Z,840000,False,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,83.0,1.0,0.0,1.0,,,,,,,,,,,,,,
