actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
423,PT09M50.00S,2023-05-02T01:17:51.8Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,93,90,2023-05-02T01:17:51Z,4150000,False,,,0,,J. Harden Free Throw 1 of 2 (31 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
424,PT09M50.00S,2023-05-02T01:18:07.2Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,93,91,2023-05-02T01:18:07Z,4160000,False,,,0,,J. Harden Free Throw 2 of 2 (32 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
425,PT09M38.00S,2023-05-02T01:18:26.4Z,4,REGULAR,foul,personal,[],1630178,,,1610612738,93,91,2023-05-02T01:18:44Z,4170000,False,,,0,,T. Maxey personal FOUL (4 PF),"[1630178, 1628401]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,,,,4.0,0.0,White,1628401.0
427,PT09M26.00S,2023-05-02T01:18:59.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,36.90456636005256,35.89920343137255,1610612738,96,91,2023-05-02T01:19:21Z,4190000,False,71.0,294.0,1,left,J. Brown 30' 3PT pullup (21 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,30.27,Made,21.0,,,,,,,,,,,,,,,,,
429,PT09M04.00S,2023-05-02T01:19:24.6Z,4,REGULAR,foul,personal,[],1628369,,,1610612755,96,91,2023-05-02T01:19:41Z,4210000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1630178]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2714.0,,,,1.0,0.0,Maxey,1630178.0
431,PT08M56.00S,2023-05-02T01:19:56.4Z,4,REGULAR,2pt,Jump Shot,[],201935,78.66294349540078,62.745098039215684,1610612755,96,93,2023-05-02T01:20:19Z,4230000,False,64.0,148.0,1,right,J. Harden 16' step back Jump Shot (34 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,16.12,Made,34.0,,,,,,,,,,,,,,,,,
440,PT08M38.00S,2023-05-02T01:20:06.5Z,4,REGULAR,turnover,lost ball,[],1628401,,,1610612738,96,93,2023-05-02T01:21:26Z,4235000,False,,,0,,D. White lost ball TURNOVER (2 TO),"[1628401, 201935]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,2.0,Harden,201935.0,,,,
441,PT08M38.00S,2023-05-02T01:20:06.5Z,4,REGULAR,steal,,[],201935,,,1610612755,96,93,2023-05-02T01:21:20Z,4237500,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
432,PT08M37.00S,2023-05-02T01:20:16.7Z,4,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612755,96,93,2023-05-02T01:21:20Z,4240000,False,,,0,,D. White transition take personal FOUL (2 PF) (Maxey 1 FT),"[1628401, 1630178]",1610612738.0,BOS,transition take,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2004.0,,,,2.0,0.0,Maxey,1630178.0
435,PT08M37.00S,2023-05-02T01:20:57.5Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630178,,,1610612755,96,94,2023-05-02T01:21:20Z,4270000,False,,,0,,T. Maxey transition take Free Throw 1 of 1 (21 PTS),[1630178],1610612755.0,PHI,transition take,,,Maxey,T. Maxey,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
436,PT08M37.00S,2023-05-02T01:21:03.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,96,94,2023-05-02T01:21:16Z,4280000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT08M37.00S,2023-05-02T01:21:03.6Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,96,94,2023-05-02T01:21:16Z,4290000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT08M37.00S,2023-05-02T01:21:03.6Z,4,REGULAR,substitution,in,[],203935,,,1610612738,96,94,2023-05-02T01:21:16Z,4300000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT08M37.00S,2023-05-02T01:21:03.6Z,4,REGULAR,substitution,in,[],201143,,,1610612738,96,94,2023-05-02T01:21:16Z,4310000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT08M24.00S,2023-05-02T01:21:34.1Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612755,96,94,2023-05-02T01:28:33Z,4325000,False,,,0,,J. Harden bad pass TURNOVER (2 TO),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2.0,,,,,,
444,PT08M23.00S,2023-05-02T01:22:04.7Z,4,REGULAR,foul,personal,[],200782,,,1610612738,96,94,2023-05-02T01:22:14Z,4340000,False,,,0,,P. Tucker loose ball personal FOUL (4 PF),"[200782, 203935]",1610612755.0,PHI,loose ball,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2714.0,,,,4.0,0.0,Smart,203935.0
447,PT08M10.00S,2023-05-02T01:22:22.4Z,4,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,96,94,2023-05-02T01:22:28Z,4370000,False,,,0,,M. Smart lost ball out-of-bounds TURNOVER (5 TO),[203935],1610612738.0,BOS,lost ball,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202026.0,5.0,,,,,,
448,PT08M02.00S,2023-05-02T01:22:31.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,81.94809461235218,37.00980392156863,1610612755,96,94,2023-05-02T01:22:38Z,4380000,False,-65.0,117.0,1,right,MISS T. Maxey 13' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,13.4,Missed,,,,,,,,,,,,,,,,,,
449,PT08M01.00S,2023-05-02T01:22:32.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,94,2023-05-02T01:22:38Z,4390000,False,,,0,,J. Tatum REBOUND (Off:2 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,448.0,10.0,8.0,2.0,,,,,,,,,,
450,PT07M52.00S,2023-05-02T01:22:41.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.33180026281209,40.19607843137255,1610612738,96,94,2023-05-02T01:23:25Z,4400000,False,49.0,45.0,1,left,MISS J. Tatum 6' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,,,,
452,PT07M50.00S,2023-05-02T01:22:43.1Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,96,94,2023-05-02T01:22:50Z,4420000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,450.0,1.0,1.0,0.0,,,,,,,,,,
453,PT07M42.00S,2023-05-02T01:22:51.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.77463863337714,44.11764705882353,1610612755,96,96,2023-05-02T01:22:54Z,4430000,False,-29.0,6.0,1,right,J. Harden driving Layup (36 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.0,Made,36.0,,,,,,,,,,,,,,,,,
454,PT07M34.00S,2023-05-02T01:23:02.8Z,4,REGULAR,foul,personal,[],201935,,,1610612738,96,96,2023-05-02T01:23:08Z,4440000,False,,,0,,J. Harden personal FOUL (2 PF),"[201935, 1627759]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202026.0,,,,2.0,0.0,Brown,1627759.0
456,PT07M28.00S,2023-05-02T01:23:24.5Z,4,REGULAR,3pt,Jump Shot,[],1627763,32.802233902759525,65.19607843137256,1610612738,96,96,2023-05-02T01:27:08Z,4460000,False,-76.0,256.0,1,left,MISS M. Brogdon 26' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
457,PT07M27.00S,2023-05-02T01:23:25.5Z,4,REGULAR,rebound,defensive,[],200782,,,1610612755,96,96,2023-05-02T01:24:03Z,4470000,False,,,0,,P. Tucker REBOUND (Off:2 Def:3),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,,,,,,,456.0,5.0,3.0,2.0,,,,,,,,,,
458,PT07M14.00S,2023-05-02T01:23:39.2Z,4,REGULAR,2pt,Jump Shot,[],1630178,80.6340341655716,15.441176470588236,1610612755,96,96,2023-05-02T01:26:50Z,4480000,False,-173.0,130.0,1,right,MISS T. Maxey 21' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,21.59,Missed,,,,,,,,,,,,,,,,,,
459,PT07M12.00S,2023-05-02T01:23:41.2Z,4,REGULAR,rebound,offensive,[],1629667,,,1610612755,96,96,2023-05-02T01:23:46Z,4490000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,458.0,1.0,0.0,1.0,,,,,,,,,,
460,PT07M02.00S,2023-05-02T01:23:51.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201935,69.07030223390277,74.01960784313727,1610612755,96,99,2023-05-02T01:27:29Z,4500000,False,120.0,238.0,1,right,J. Harden 26' 3PT step back (39 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.68,Made,39.0,,,,,,,,,,,,,,,,,
461,PT06M47.00S,2023-05-02T01:24:07.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612738,96,99,2023-05-02T01:24:23Z,4510000,False,,,0,,T. Maxey personal FOUL (5 PF) (Smart 2 FT),"[1630178, 203935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2714.0,,,,5.0,0.0,Smart,203935.0
463,PT06M47.00S,2023-05-02T01:24:40.0Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,97,99,2023-05-02T01:24:40Z,4530000,False,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
464,PT06M47.00S,2023-05-02T01:24:53.9Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,98,99,2023-05-02T01:24:53Z,4540000,False,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
465,PT06M26.00S,2023-05-02T01:25:15.6Z,4,REGULAR,3pt,Jump Shot,[],1630178,74.58935611038108,15.686274509803921,1610612755,98,99,2023-05-02T01:27:58Z,4550000,False,-172.0,186.0,1,right,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
466,PT06M25.00S,2023-05-02T01:25:16.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,98,99,2023-05-02T01:25:22Z,4560000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,465.0,5.0,5.0,0.0,,,,,,,,,,
467,PT06M11.00S,2023-05-02T01:25:30.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.886333771353483,54.65686274509803,1610612738,100,99,2023-05-02T01:26:21Z,4570000,False,-23.0,31.0,1,left,J. Brown Layup (23 PTS) (M. Brogdon 3 AST),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.88,Made,23.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,
469,PT05M50.00S,2023-05-02T01:25:52.5Z,4,REGULAR,3pt,Jump Shot,[],201935,70.12155059132719,76.22549019607843,1610612755,100,102,2023-05-02T01:28:45Z,4590000,False,131.0,228.0,1,right,J. Harden 26' 3PT pullup (42 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.34,Made,42.0,,,,,,,,,,,,,,,,,
470,PT05M30.00S,2023-05-02T01:26:12.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.754927726675426,45.588235294117645,1610612738,102,102,2023-05-02T01:30:15Z,4600000,False,22.0,30.0,1,left,M. Smart driving Layup (6 PTS) (J. Tatum 4 AST),"[203935, 1628369]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,3.71,Made,6.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
472,PT05M09.00S,2023-05-02T01:26:33.1Z,4,REGULAR,3pt,Jump Shot,[],201935,68.54467805519053,74.26470588235294,1610612755,102,102,2023-05-02T01:29:49Z,4610000,False,121.0,243.0,1,right,MISS J. Harden 27' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
473,PT05M08.00S,2023-05-02T01:26:34.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,102,2023-05-02T01:26:42Z,4620000,False,,,0,,J. Tatum REBOUND (Off:2 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,472.0,11.0,9.0,2.0,,,,,,,,,,
474,PT05M04.00S,2023-05-02T01:26:39.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,7.835085413929041,56.127450980392155,1610612738,104,102,2023-05-02T01:26:47Z,4630000,False,-31.0,21.0,1,left,M. Brogdon cutting Layup (20 PTS) (J. Tatum 5 AST),"[1627763, 1628369]",1610612738.0,BOS,cutting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.72,Made,20.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
476,PT05M04.00S,2023-05-02T01:26:48.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,104,102,2023-05-02T01:26:48Z,4650000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT05M04.00S,2023-05-02T01:29:55.6Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,104,102,2023-05-02T01:30:39Z,4660000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT05M04.00S,2023-05-02T01:29:55.6Z,4,REGULAR,substitution,out,[],1629667,,,1610612755,104,102,2023-05-02T01:30:39Z,4670000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT05M04.00S,2023-05-02T01:29:55.6Z,4,REGULAR,substitution,in,[],1629001,,,1610612755,104,102,2023-05-02T01:30:39Z,4680000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT05M04.00S,2023-05-02T01:29:55.6Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,104,102,2023-05-02T01:30:39Z,4690000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT04M39.00S,2023-05-02T01:31:12.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.06636005256242,46.568627450980394,1610612755,104,104,2023-05-02T01:31:16Z,4700000,False,-17.0,22.0,1,right,T. Harris driving Layup (15 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.8,Made,15.0,,,,,,,,,,,,,,,,,
484,PT04M28.00S,2023-05-02T01:31:25.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,12.040078843626807,50.73529411764706,1610612738,106,104,2023-05-02T01:31:33Z,4710000,False,-4.0,61.0,1,left,M. Smart 6' driving Layup (8 PTS) (J. Brown 4 AST),"[203935, 1627759]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,8.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,
485,PT04M28.00S,2023-05-02T01:31:30.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630194,,,1610612738,106,104,2023-05-02T01:31:52Z,4720000,False,,,0,,P. Reed shooting personal FOUL (4 PF) (Smart 1 FT),"[1630194, 203935]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,,,,4.0,0.0,Smart,203935.0
488,PT04M28.00S,2023-05-02T01:32:03.3Z,4,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,107,104,2023-05-02T01:32:03Z,4740000,False,,,0,,M. Smart Free Throw 1 of 1 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
489,PT04M10.00S,2023-05-02T01:32:23.2Z,4,REGULAR,3pt,Jump Shot,[],202699,67.09921156373193,48.77450980392157,1610612755,107,107,2023-05-02T01:32:27Z,4750000,False,-6.0,257.0,1,right,T. Harris 25' 3PT  (18 PTS) (J. Harden 5 AST),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,25.69,Made,18.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
491,PT03M54.00S,2023-05-02T01:32:42.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612738,107,107,2023-05-02T01:32:56Z,4770000,False,,,0,,D. Melton personal FOUL (2 PF) (Tatum 2 FT),"[1629001, 1628369]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2714.0,,,,2.0,0.0,Tatum,1628369.0
493,PT03M54.00S,2023-05-02T01:33:13.4Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,108,107,2023-05-02T01:33:37Z,4790000,False,,,0,,J. Tatum Free Throw 1 of 2 (37 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,37.0,,,,,,,,,,,,,,,,,
494,PT03M54.00S,2023-05-02T01:33:13.4Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,108,107,2023-05-02T01:33:37Z,4800000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
495,PT03M54.00S,2023-05-02T01:33:13.4Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,108,107,2023-05-02T01:33:37Z,4810000,False,,,0,,P. Reed REBOUND (Off:4 Def:8),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,494.0,12.0,8.0,4.0,,,,,,,,,,
496,PT03M35.00S,2023-05-02T01:33:53.2Z,4,REGULAR,foul,offensive,['inpenalty'],201935,,,1610612755,108,107,2023-05-02T01:34:19Z,4820000,False,,,0,,J. Harden offensive FOUL (3 PF),"[201935, 201143]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,,,,3.0,0.0,Horford,201143.0
498,PT03M35.00S,2023-05-02T01:33:53.2Z,4,REGULAR,turnover,offensive foul,[],201935,,,1610612755,108,107,2023-05-02T01:33:53Z,4840000,False,,,0,,J. Harden offensive foul TURNOVER (3 TO),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,3.0,,,,,,
499,PT03M35.00S,2023-05-02T01:34:10.5Z,4,REGULAR,substitution,out,[],1629001,,,1610612738,108,107,2023-05-02T01:34:13Z,4850000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT03M35.00S,2023-05-02T01:34:10.5Z,4,REGULAR,substitution,in,[],1630178,,,1610612738,108,107,2023-05-02T01:34:13Z,4860000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT03M16.00S,2023-05-02T01:34:37.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,5.913272010512484,54.212622549019606,1610612738,110,107,2023-05-02T01:35:10Z,4870000,False,-21.0,3.0,1,left,M. Smart reverse Layup (11 PTS) (A. Horford 3 AST),"[203935, 201143]",1610612738.0,BOS,reverse,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.13,Made,11.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,,
503,PT03M16.00S,2023-05-02T01:34:43.9Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201935,,,1610612738,110,107,2023-05-02T01:35:01Z,4890000,False,,,0,,J. Harden shooting personal FOUL (4 PF) (Smart 1 FT),"[201935, 203935]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2714.0,,,,4.0,0.0,Smart,203935.0
505,PT03M16.00S,2023-05-02T01:35:12.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],203935,,,1610612738,111,107,2023-05-02T01:35:12Z,4910000,False,,,0,,M. Smart Free Throw 1 of 1 (12 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
506,PT02M53.00S,2023-05-02T01:35:38.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.01511169513797,42.40196078431372,1610612755,111,107,2023-05-02T01:35:46Z,4920000,False,-38.0,32.0,1,right,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
507,PT02M52.00S,2023-05-02T01:35:39.6Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,111,107,2023-05-02T01:35:46Z,4930000,False,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,506.0,5.0,3.0,2.0,,,,,,,,,,
508,PT02M28.00S,2023-05-02T01:36:03.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,29.122864651773984,16.666666666666664,1610612738,111,107,2023-05-02T01:36:08Z,4940000,False,167.0,221.0,1,left,MISS J. Tatum 27' turnaround 3PT,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.71,Missed,,,,,,,,,,,,,,,,,,
509,PT02M26.00S,2023-05-02T01:36:05.1Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,111,107,2023-05-02T01:36:08Z,4950000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,508.0,5.0,5.0,0.0,,,,,,,,,,
510,PT02M08.00S,2023-05-02T01:36:23.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,90.22667542706965,55.392156862745104,1610612755,111,107,2023-05-02T01:36:31Z,4960000,False,27.0,39.0,1,right,MISS T. Maxey driving Layup - blocked,"[1630178, 201143]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,Horford,201143.0,,,,,,,,
511,PT02M08.00S,2023-05-02T01:36:23.3Z,4,REGULAR,block,,[],201143,,,1610612755,111,107,2023-05-02T01:36:25Z,4970000,False,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
512,PT02M07.00S,2023-05-02T01:36:24.3Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,111,107,2023-05-02T01:36:31Z,4980000,False,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,510.0,2.0,2.0,0.0,,,,,,,,,,
513,PT01M51.00S,2023-05-02T01:36:41.2Z,4,REGULAR,2pt,Jump Shot,[],1627763,19.004599211563733,81.12745098039215,1610612738,111,107,2023-05-02T01:36:47Z,4990000,False,-156.0,126.0,1,left,MISS M. Brogdon 20' pullup Shot,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,20.03,Missed,,,,,,,,,,,,,,,,,,
514,PT01M49.00S,2023-05-02T01:36:43.2Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,111,107,2023-05-02T01:36:47Z,5000000,False,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,,,,,,,513.0,3.0,2.0,1.0,,,,,,,,,,
