actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
446,PT03M14.00S,2023-05-22T02:12:54.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,10.988830486202366,97.05882352941177,1610612748,89,58,2023-05-22T02:20:23Z,4220000,False,-235.0,51.0,1,left,MISS M. Strus 24' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,24.07,Missed,,,,,,,,,,,,,,,,,,
447,PT03M10.00S,2023-05-22T02:12:58.5Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,89,58,2023-05-22T02:12:58Z,4230000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,446.0,2.0,2.0,0.0,,,,,,,,,,,,,,
448,PT03M07.00S,2023-05-22T02:13:02.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,72.09264126149803,18.38235294117647,1610612738,89,58,2023-05-22T02:20:48Z,4240000,False,-158.0,210.0,1,right,MISS D. White 26' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
449,PT03M02.00S,2023-05-22T02:13:06.7Z,3,REGULAR,rebound,defensive,[],203469,,,1610612748,89,58,2023-05-22T02:13:06Z,4250000,False,,,0,,C. Zeller REBOUND (Off:0 Def:3),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Left Center,,,448.0,3.0,3.0,0.0,,,,,,,,,,,,,,
450,PT02M49.00S,2023-05-22T02:13:23.1Z,3,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,89,58,2023-05-22T02:13:35Z,4260000,False,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,1146.0,,,,
451,PT02M38.00S,2023-05-22T02:13:39.7Z,3,REGULAR,turnover,bad pass,[],1627763,,,1610612738,89,58,2023-05-22T02:13:44Z,4270000,False,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 1629216]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Vincent,1629216.0,,,,,,,
452,PT02M38.00S,2023-05-22T02:13:39.7Z,3,REGULAR,steal,,[],1629216,,,1610612748,89,58,2023-05-22T02:13:41Z,4280000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
453,PT02M16.00S,2023-05-22T02:14:01.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202710,18.873193166885677,24.019607843137255,1610612748,89,58,2023-05-22T02:22:37Z,4290000,False,130.0,125.0,1,left,MISS J. Butler 18' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,18.02,Missed,,,,,,,,,,,,,,,,,,
454,PT02M14.00S,2023-05-22T02:14:03.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,89,58,2023-05-22T02:22:37Z,4300000,False,,,0,,M. Smart REBOUND (Off:1 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,453.0,6.0,5.0,1.0,,,,,,,,,,,,,,
455,PT02M03.00S,2023-05-22T02:14:14.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,84.97043363994744,3.9215686274509802,1610612738,89,58,2023-05-22T02:14:19Z,4310000,False,-230.0,89.0,1,right,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,24.69,Missed,,,,,,,,,,,,,,,,,,
456,PT02M01.00S,2023-05-22T02:14:16.1Z,3,REGULAR,rebound,defensive,[],203469,,,1610612748,89,58,2023-05-22T02:14:19Z,4320000,False,,,0,,C. Zeller REBOUND (Off:0 Def:4),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Left Corner 3,24+ Left,,,455.0,4.0,4.0,0.0,,,,,,,,,,,,,,
457,PT01M48.00S,2023-05-22T02:14:30.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,17.16491458607096,49.50980392156863,1610612748,89,58,2023-05-22T02:14:35Z,4330000,False,2.0,109.0,1,left,MISS K. Lowry 10' driving floating Shot,[200768],1610612748.0,MIA,driving floating,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,10.89,Missed,,,,,,,,,,,,,,,,,,
458,PT01M45.00S,2023-05-22T02:14:33.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,89,58,2023-05-22T02:14:35Z,4340000,False,,,0,,M. Smart REBOUND (Off:1 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,457.0,7.0,6.0,1.0,,,,,,,,,,,,,,
459,PT01M43.00S,2023-05-22T02:14:35.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,94.56307490144546,52.20588235294118,1610612738,89,60,2023-05-22T02:14:42Z,4350000,False,11.0,-1.0,1,right,J. Tatum running DUNK (14 PTS) (M. Smart 8 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,14.0,M. Smart,203935.0,8.0,,,,,,,,,,
461,PT01M43.00S,2023-05-22T02:14:44.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612748,89,60,2023-05-22T02:14:44Z,4370000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M43.00S,2023-05-22T02:14:51.0Z,3,REGULAR,substitution,out,[],1629216,,,1610612748,89,60,2023-05-22T02:16:06Z,4380000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M43.00S,2023-05-22T02:14:51.0Z,3,REGULAR,substitution,out,[],1629622,,,1610612748,89,60,2023-05-22T02:16:06Z,4390000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M43.00S,2023-05-22T02:14:51.0Z,3,REGULAR,substitution,in,[],1628997,,,1610612748,89,60,2023-05-22T02:16:06Z,4400000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M43.00S,2023-05-22T02:14:51.0Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,89,60,2023-05-22T02:16:06Z,4410000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M20.00S,2023-05-22T02:16:47.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,11.038107752956634,56.307444852941174,1610612748,91,60,2023-05-22T02:25:35Z,4420000,False,-32.0,51.0,1,left,C. Zeller 6' turnaround Jump Shot (2 PTS),[203469],1610612748.0,MIA,turnaround,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,6.02,Made,,,,,2.0,,,,,,,,,,,,,
468,PT01M05.00S,2023-05-22T02:17:02.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,94.03745072273325,95.83333333333334,1610612738,91,63,2023-05-22T02:27:05Z,4440000,False,229.0,4.0,1,right,D. White 3PT pullup (9 PTS) (M. Brogdon 2 AST),"[1628401, 1627763]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Right Corner 3,24+ Right,22.92,Made,,,,,9.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,
470,PT00M42.20S,2023-05-22T02:17:27.3Z,3,REGULAR,2pt,Jump Shot,[],202710,7.703679369250986,16.176470588235293,1610612748,93,63,2023-05-22T02:27:22Z,4460000,False,169.0,20.0,1,left,J. Butler 17' step back Jump Shot (16 PTS),[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,17.03,Made,,,,,16.0,,,,,,,,,,,,,
471,PT00M35.90S,2023-05-22T02:17:38.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,66.70499342969777,50.0,1610612738,93,63,2023-05-22T02:27:56Z,4470000,False,0.0,260.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
472,PT00M33.60S,2023-05-22T02:17:40.4Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,93,63,2023-05-22T02:17:40Z,4480000,False,,,0,,M. Smart REBOUND (Off:2 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,471.0,8.0,6.0,2.0,,,,,,,,,,,,,,
473,PT00M27.30S,2023-05-22T02:17:46.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,74.72076215505913,13.725490196078432,1610612738,93,63,2023-05-22T02:17:55Z,4490000,False,-181.0,185.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
474,PT00M24.30S,2023-05-22T02:17:49.6Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,93,63,2023-05-22T02:17:49Z,4500000,False,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,473.0,4.0,4.0,0.0,,,,,,,,,,,,,,
475,PT00M00.50S,2023-05-22T02:18:13.5Z,3,REGULAR,2pt,Jump Shot,[],202710,7.703679369250986,25.98039215686275,1610612748,93,63,2023-05-22T02:18:24Z,4510000,False,120.0,20.0,1,left,MISS J. Butler 12' fadeaway Shot,[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,12.17,Missed,,,,,,,,,,,,,,,,,,
476,PT00M00.50S,2023-05-22T02:18:13.5Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,93,63,2023-05-22T02:19:38Z,4520000,False,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,475.0,4.0,3.0,1.0,,,,,,,,,,,,,,
477,PT00M00.00S,2023-05-22T02:18:22.8Z,3,REGULAR,period,end,[],0,,,1610612738,93,63,2023-05-22T02:18:22Z,4530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,out,['startperiod'],202710,,,1610612738,93,63,2023-05-22T02:21:37Z,4540000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,93,63,2023-05-22T02:21:37Z,4550000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,93,63,2023-05-22T02:21:37Z,4560000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,out,['startperiod'],1627763,,,1610612738,93,63,2023-05-22T02:21:37Z,4570000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,93,63,2023-05-22T02:21:37Z,4580000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,in,['startperiod'],1629216,,,1610612738,93,63,2023-05-22T02:21:37Z,4590000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,93,63,2023-05-22T02:21:37Z,4600000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,93,63,2023-05-22T02:21:37Z,4610000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,93,63,2023-05-22T02:21:37Z,4620000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-05-22T02:19:17.2Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,93,63,2023-05-22T02:21:37Z,4630000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-05-22T02:21:56.8Z,4,REGULAR,period,start,[],0,,,1610612738,93,63,2023-05-22T02:21:56Z,4640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT11M43.00S,2023-05-22T02:22:17.7Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,93,63,2023-05-22T02:22:28Z,4650000,False,,,0,,G. Williams charge offensive FOUL (3 PF),"[1629684, 1629130]",1610612738.0,BOS,charge,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,202041.0,3.0,0.0,Robinson,1629130.0
493,PT11M43.00S,2023-05-22T02:22:17.7Z,4,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,93,63,2023-05-22T02:22:17Z,4670000,False,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,,,,,202041.0,,,,
494,PT11M17.00S,2023-05-22T02:22:54.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,5.469776609724048,3.6764705882352944,1610612748,93,63,2023-05-22T02:22:57Z,4680000,False,232.0,-1.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
495,PT11M15.00S,2023-05-22T02:22:56.3Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,93,63,2023-05-22T02:22:57Z,4690000,False,,,0,,M. Smart REBOUND (Off:2 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,,,494.0,9.0,7.0,2.0,,,,,,,,,,,,,,
496,PT11M08.00S,2023-05-22T02:23:03.8Z,4,REGULAR,3pt,Jump Shot,[],203935,77.21747700394218,9.068627450980392,1610612738,93,63,2023-05-22T02:23:15Z,4700000,False,-205.0,162.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
497,PT11M06.00S,2023-05-22T02:23:05.8Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,93,63,2023-05-22T02:23:15Z,4710000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,496.0,1.0,0.0,1.0,,,,,,,,,,,,,,
499,PT11M04.00S,2023-05-22T02:23:18.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,91.27792378449409,26.715686274509803,1610612738,93,65,2023-05-22T02:23:35Z,4730000,False,-116.0,29.0,1,right,P. Pritchard 12' pullup bank Jump Shot (2 PTS),[1630202],1610612738.0,BOS,pullup bank,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,12.01,Made,,,,,2.0,,,,,,,,,,,,,
500,PT11M04.00S,2023-05-22T02:23:22.3Z,4,REGULAR,foul,personal,['1freethrow'],200768,,,1610612738,93,65,2023-05-22T02:23:29Z,4740000,False,,,0,,K. Lowry shooting personal FOUL (4 PF) (Pritchard 1 FT),"[200768, 1630202]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202041.0,4.0,0.0,Pritchard,1630202.0
502,PT11M04.00S,2023-05-22T02:23:30.9Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630202,,,1610612738,93,66,2023-05-22T02:23:30Z,4760000,False,,,0,,P. Pritchard Free Throw 1 of 1 (3 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
503,PT10M47.00S,2023-05-22T02:23:49.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,11.514454664914586,38.48039215686275,1610612748,93,66,2023-05-22T02:24:00Z,4770000,False,58.0,56.0,1,left,MISS C. Zeller 8' floating Shot,[203469],1610612748.0,MIA,floating,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
504,PT10M45.00S,2023-05-22T02:23:51.0Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,93,66,2023-05-22T02:24:00Z,4780000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,503.0,1.0,1.0,0.0,,,,,,,,,,,,,,
505,PT10M29.00S,2023-05-22T02:24:06.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,93.9060446780552,46.07843137254902,1610612738,93,68,2023-05-22T02:24:58Z,4790000,False,-20.0,5.0,1,right,L. Kornet alley-oop DUNK (2 PTS) (P. Pritchard 1 AST),"[1628436, 1630202]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,
507,PT10M11.00S,2023-05-22T02:24:23.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,9.806176084099869,50.0,1610612748,95,68,2023-05-22T02:24:29Z,4810000,False,0.0,40.0,1,left,C. Zeller floating Jump Shot (4 PTS) (D. Robinson 4 AST),"[203469, 1629130]",1610612748.0,MIA,floating,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,3.97,Made,,,,,4.0,D. Robinson,1629130.0,4.0,,,,,,,,,,
509,PT10M03.00S,2023-05-22T02:24:38.0Z,4,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612738,95,68,2023-05-22T02:24:48Z,4830000,False,,,0,,G. Vincent shooting personal FOUL (2 PF) (Smart 2 FT),"[1629216, 203935]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Smart,203935.0
511,PT10M03.00S,2023-05-22T02:24:59.9Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,95,69,2023-05-22T02:24:59Z,4850000,False,,,0,,M. Smart Free Throw 1 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
512,PT10M03.00S,2023-05-22T02:25:11.1Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,95,70,2023-05-22T02:25:11Z,4860000,False,,,0,,M. Smart Free Throw 2 of 2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
513,PT09M40.00S,2023-05-22T02:25:37.4Z,4,REGULAR,3pt,Jump Shot,[],1628997,25.18068331143233,15.686274509803921,1610612748,95,70,2023-05-22T02:25:47Z,4870000,False,172.0,184.0,1,left,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
514,PT09M37.00S,2023-05-22T02:25:40.4Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,95,70,2023-05-22T02:25:47Z,4880000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,513.0,1.0,1.0,0.0,,,,,,,,,,,,,,
515,PT09M31.00S,2023-05-22T02:25:46.2Z,4,REGULAR,3pt,Jump Shot,[],1630573,66.3107752956636,42.64705882352941,1610612738,95,70,2023-05-22T02:25:55Z,4890000,False,-37.0,264.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,,
516,PT09M29.00S,2023-05-22T02:25:51.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,95,70,2023-05-22T02:25:51Z,4900000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,515.0,,,,,,,,,,,,,,,,,
518,PT09M25.00S,2023-05-22T02:26:10.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,70.64717477003943,50.245098039215684,1610612738,95,70,2023-05-22T02:26:25Z,4920000,False,1.0,223.0,1,right,MISS P. Pritchard 22' step back Shot,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,22.34,Missed,,,,,,,,,,,,,,,,,,
519,PT09M24.00S,2023-05-22T02:26:11.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,95,70,2023-05-22T02:26:25Z,4930000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Center,,,518.0,,,,,,,,,,,,,,,,,
520,PT09M22.00S,2023-05-22T02:26:20.8Z,4,REGULAR,foul,personal,[],1628436,,,1610612748,95,70,2023-05-22T02:26:38Z,4940000,False,,,0,,L. Kornet loose ball personal FOUL (1 PF),"[1628436, 203469]",1610612738.0,BOS,loose ball,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Zeller,203469.0
522,PT09M11.00S,2023-05-22T02:26:43.7Z,4,REGULAR,foul,personal,[],203935,,,1610612748,95,70,2023-05-22T02:26:53Z,4960000,False,,,0,,M. Smart personal FOUL (3 PF),"[203935, 203469]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202041.0,3.0,1.0,Zeller,203469.0
525,PT08M59.00S,2023-05-22T02:27:10.3Z,4,REGULAR,2pt,Jump Shot,[],1629130,23.078186596583443,33.82352941176471,1610612748,95,70,2023-05-22T02:31:16Z,4990000,False,81.0,164.0,1,left,MISS D. Robinson 18' pullup Shot,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right Center,18.32,Missed,,,,,,,,,,,,,,,,,,
526,PT08M56.00S,2023-05-22T02:27:13.3Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,95,70,2023-05-22T02:27:17Z,5000000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,525.0,2.0,2.0,0.0,,,,,,,,,,,,,,
527,PT08M53.00S,2023-05-22T02:27:17.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203935,73.01248357424441,84.06862745098039,1610612738,95,70,2023-05-22T02:35:11Z,5010000,False,170.0,201.0,1,right,MISS M. Smart 26' running 3PT,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.36,Missed,,,,,,,,,,,,,,,,,,
528,PT08M51.00S,2023-05-22T02:27:19.9Z,4,REGULAR,rebound,offensive,[],1630573,,,1610612738,95,70,2023-05-22T02:27:19Z,5020000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,527.0,2.0,1.0,1.0,,,,,,,,,,,,,,
529,PT08M49.00S,2023-05-22T02:27:22.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,93.38042049934296,96.07843137254902,1610612738,95,70,2023-05-22T02:27:37Z,5030000,False,230.0,10.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
530,PT08M48.00S,2023-05-22T02:27:23.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,95,70,2023-05-22T02:27:37Z,5040000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,529.0,,,,,,,,,,,,,,,,,
531,PT08M47.00S,2023-05-22T02:27:33.9Z,4,REGULAR,foul,personal,[],1630202,,,1610612748,95,70,2023-05-22T02:27:43Z,5050000,False,,,0,,P. Pritchard loose ball personal FOUL (1 PF),"[1630202, 200768]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Lowry,200768.0
