actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
596,PT06M11.00S,2022-10-08T01:29:56.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630547,4.911300919842304,96.32352941176471,1610612766,92,104,2022-10-08T01:30:01Z,5930000,-232.0,-6.0,1,left,MISS J. Bouknight 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
597,PT06M11.00S,2022-10-08T01:29:56.8Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612766,92,104,2022-10-08T01:30:01Z,5940000,,,0,,M. Williams REBOUND (Off:4 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Left Corner 3,24+ Left,,,596.0,5.0,1.0,4.0,,,,,,,,,,,,,,
598,PT06M03.00S,2022-10-08T01:30:04.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629667,7.670827858081481,48.28431372549019,1610612766,92,104,2022-10-08T01:30:07Z,5950000,9.0,20.0,1,left,MISS J. McDaniels driving Layup,[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
599,PT06M01.00S,2022-10-08T01:30:06.3Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,92,104,2022-10-08T01:30:06Z,5960000,,,0,,N. Vonleh REBOUND (Off:3 Def:7),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,598.0,10.0,7.0,3.0,,,,,,,,,,,,,,
600,PT05M41.00S,2022-10-08T01:30:27.2Z,4,REGULAR,turnover,traveling,[],1630202,,,1610612738,92,104,2022-10-08T01:30:37Z,5970000,,,0,,P. Pritchard traveling TURNOVER (2 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628485.0,,,,,2.0,,,,
601,PT05M41.00S,2022-10-08T01:30:38.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,92,104,2022-10-08T01:30:38Z,5980000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M41.00S,2022-10-08T01:31:50.3Z,4,REGULAR,substitution,out,[],1629667,,,1610612766,92,104,2022-10-08T01:33:49Z,6000000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT05M41.00S,2022-10-08T01:31:50.3Z,4,REGULAR,substitution,out,[],1630271,,,1610612766,92,104,2022-10-08T01:33:49Z,6010000,,,0,,SUB out: B. Thomas,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT05M41.00S,2022-10-08T01:31:50.3Z,4,REGULAR,substitution,in,[],1631121,,,1610612766,92,104,2022-10-08T01:33:49Z,6020000,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT05M41.00S,2022-10-08T01:31:50.3Z,4,REGULAR,substitution,in,[],1631120,,,1610612766,92,104,2022-10-08T01:33:49Z,6030000,,,0,,SUB in: J. Davison,[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT05M23.00S,2022-10-08T01:34:31.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630550,8.327858081471746,46.81372549019608,1610612766,94,104,2022-10-08T01:34:35Z,6040000,16.0,26.0,1,left,J. Thor driving DUNK (4 PTS) (B. McGowens 1 AST),"[1630550, 1631121]",1610612766.0,CHA,driving,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,4.0,B. McGowens,1631121.0,1.0,,,,,,,,,,
609,PT05M01.00S,2022-10-08T01:34:52.6Z,4,REGULAR,3pt,Jump Shot,[],1628382,71.53416557161628,19.607843137254903,1610612738,94,104,2022-10-08T01:34:57Z,6060000,-152.0,215.0,1,right,MISS J. Jackson 26' 3PT,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
610,PT04M59.00S,2022-10-08T01:34:55.3Z,4,REGULAR,rebound,defensive,[],1631109,,,1610612766,94,104,2022-10-08T01:34:55Z,6070000,,,0,,M. Williams REBOUND (Off:4 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,609.0,6.0,2.0,4.0,,,,,,,,,,,,,,
611,PT04M37.00S,2022-10-08T01:35:16.8Z,4,REGULAR,turnover,lost ball,[],1631121,,,1610612766,94,104,2022-10-08T01:35:23Z,6080000,,,0,,B. McGowens lost ball TURNOVER (1 TO),"[1631121, 1627774]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Layman,1627774.0,,
612,PT04M37.00S,2022-10-08T01:35:16.8Z,4,REGULAR,steal,,[],1627774,,,1610612738,94,104,2022-10-08T01:35:18Z,6090000,,,0,,J. Layman STEAL (1 STL),[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
613,PT04M33.00S,2022-10-08T01:35:20.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627774,90.71944809461235,46.568627450980394,1610612738,94,104,2022-10-08T01:35:29Z,6100000,-17.0,35.0,1,right,MISS J. Layman running finger roll Layup - blocked,"[1627774, 1630547]",1610612738.0,BOS,running finger roll,,,Layman,J. Layman,,,,,Restricted Area,0-8 Center,3.87,Missed,,,,,,,,,,,,,,,,,Bouknight,1630547.0
614,PT04M33.00S,2022-10-08T01:35:20.7Z,4,REGULAR,block,,[],1630547,,,1610612738,94,104,2022-10-08T01:35:23Z,6110000,,,0,,J. Bouknight BLOCK (1 BLK),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
615,PT04M30.00S,2022-10-08T01:35:23.7Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,94,104,2022-10-08T01:35:29Z,6120000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,613.0,2.0,1.0,1.0,,,,,,,,,,,,,,
616,PT04M29.00S,2022-10-08T01:35:25.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630202,91.50788436268068,49.26470588235294,1610612738,94,104,2022-10-08T01:35:34Z,6130000,-4.0,27.0,1,right,MISS P. Pritchard Layup - blocked,"[1630202, 1631121]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,McGowens,1631121.0
617,PT04M29.00S,2022-10-08T01:35:25.1Z,4,REGULAR,block,,[],1631121,,,1610612738,94,104,2022-10-08T01:35:27Z,6140000,,,0,,B. McGowens BLOCK (1 BLK),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
618,PT04M26.00S,2022-10-08T01:35:28.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,94,104,2022-10-08T01:35:34Z,6150000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,616.0,,,,,,,,,,,,,,,,,
620,PT04M25.00S,2022-10-08T01:35:37.7Z,4,REGULAR,substitution,out,[],1627774,,,1610612738,94,104,2022-10-08T01:35:40Z,6170000,,,0,,SUB out: J. Layman,[1627774],1610612738.0,BOS,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M25.00S,2022-10-08T01:35:37.7Z,4,REGULAR,substitution,in,[],1629677,,,1610612738,94,104,2022-10-08T01:35:40Z,6180000,,,0,,SUB in: L. Samanic,[1629677],1610612738.0,BOS,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M23.00S,2022-10-08T01:36:05.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628382,68.77463863337714,32.59803921568627,1610612738,94,107,2022-10-08T01:36:10Z,6190000,-87.0,241.0,1,right,J. Jackson 25' 3PT  (16 PTS) (P. Pritchard 7 AST),"[1628382, 1630202]",1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,25.62,Made,,,,,16.0,P. Pritchard,1630202.0,7.0,,,,,,,,,,
624,PT04M03.00S,2022-10-08T01:36:24.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,13.18988173455979,52.69607843137255,1610612766,94,107,2022-10-08T01:51:57Z,6210000,-13.0,71.0,1,left,MISS M. Williams 7' turnaround Hook,[1631109],1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.28,Missed,,,,,,,,,,,,,,,,,,
625,PT04M00.00S,2022-10-08T01:36:27.7Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,94,107,2022-10-08T01:51:57Z,6220000,,,0,,N. Vonleh REBOUND (Off:3 Def:8),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,624.0,11.0,8.0,3.0,,,,,,,,,,,,,,
626,PT03M55.00S,2022-10-08T01:36:32.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,66.67214191852825,37.5,1610612738,94,107,2022-10-08T01:52:16Z,6230000,-62.0,261.0,1,right,MISS P. Pritchard 26' running 3PT,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
627,PT03M53.00S,2022-10-08T01:36:35.2Z,4,REGULAR,rebound,defensive,[],1630547,,,1610612766,94,107,2022-10-08T01:36:35Z,6240000,,,0,,J. Bouknight REBOUND (Off:1 Def:5),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,,,626.0,6.0,5.0,1.0,,,,,,,,,,,,,,
628,PT03M45.00S,2022-10-08T01:36:42.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,7.933639947437584,49.26470588235294,1610612766,94,107,2022-10-08T01:36:46Z,6250000,4.0,22.0,1,left,MISS J. Bouknight driving Layup,[1630547],1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
629,PT03M42.00S,2022-10-08T01:36:45.5Z,4,REGULAR,rebound,offensive,[],1630550,,,1610612766,94,107,2022-10-08T01:36:45Z,6260000,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,628.0,1.0,0.0,1.0,,,,,,,,,,,,,,
630,PT03M42.00S,2022-10-08T01:36:45.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630550,5.590000152587891,50.0,1610612766,96,107,2022-10-08T01:36:45Z,6270000,0.0,0.0,1,left,J. Thor tip Layup (6 PTS),[1630550],1610612766.0,CHA,tip,,,Thor,J. Thor,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,6.0,,,,,,,,,,,,,
631,PT03M35.00S,2022-10-08T01:36:52.7Z,4,REGULAR,3pt,Jump Shot,[],1628382,93.61038107752957,2.941176470588232,1610612738,96,107,2022-10-08T01:36:58Z,6280000,-235.0,8.0,1,right,MISS J. Jackson 3PT,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
632,PT03M31.00S,2022-10-08T01:36:56.5Z,4,REGULAR,rebound,defensive,[],1630550,,,1610612766,96,107,2022-10-08T01:36:56Z,6290000,,,0,,J. Thor REBOUND (Off:1 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,,,631.0,2.0,1.0,1.0,,,,,,,,,,,,,,
633,PT03M27.00S,2022-10-08T01:37:00.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630622,7.539421813403408,96.07843137254902,1610612766,99,107,2022-10-08T01:53:39Z,6300000,-230.0,18.0,1,left,J. Crutcher 3PT running (3 PTS) (J. Bouknight 1 AST),"[1630622, 1630547]",1610612766.0,CHA,running,,,Crutcher,J. Crutcher,,,,,Left Corner 3,24+ Left,23.11,Made,,,,,3.0,J. Bouknight,1630547.0,1.0,,,,,,,,,,
635,PT02M59.00S,2022-10-08T01:37:28.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,70.22010512483574,77.20588235294117,1610612738,99,110,2022-10-08T01:37:32Z,6320000,136.0,227.0,1,right,P. Pritchard 26' 3PT  (15 PTS) (J. Jackson 1 AST),"[1630202, 1628382]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,26.5,Made,,,,,15.0,J. Jackson,1628382.0,1.0,,,,,,,,,,
637,PT02M45.00S,2022-10-08T01:37:43.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630622,7.933639947437584,48.28431372549019,1610612766,99,110,2022-10-08T01:37:46Z,6340000,9.0,22.0,1,left,MISS J. Crutcher driving finger roll Layup,[1630622],1610612766.0,CHA,driving finger roll,,,Crutcher,J. Crutcher,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
638,PT02M43.00S,2022-10-08T01:37:44.9Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,99,110,2022-10-08T01:37:44Z,6350000,,,0,,N. Vonleh REBOUND (Off:3 Def:9),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,637.0,12.0,9.0,3.0,,,,,,,,,,,,,,
639,PT02M25.00S,2022-10-08T01:38:03.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631120,93.08475689881735,50.73529411764706,1610612738,99,110,2022-10-08T01:38:10Z,6360000,4.0,13.0,1,right,MISS J. Davison driving Layup,[1631120],1610612738.0,BOS,driving,,,Davison,J. Davison,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
640,PT02M23.00S,2022-10-08T01:38:05.1Z,4,REGULAR,rebound,offensive,[],203943,,,1610612738,99,110,2022-10-08T01:38:05Z,6370000,,,0,,N. Vonleh REBOUND (Off:4 Def:9),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,639.0,13.0,9.0,4.0,,,,,,,,,,,,,,
641,PT02M20.00S,2022-10-08T01:38:08.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,93.61038107752957,4.166666666666657,1610612738,99,110,2022-10-08T01:55:10Z,6380000,-229.0,8.0,1,right,MISS P. Pritchard step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
642,PT02M20.00S,2022-10-08T01:38:08.2Z,4,REGULAR,rebound,defensive,[],1630547,,,1610612766,99,110,2022-10-08T01:38:13Z,6390000,,,0,,J. Bouknight REBOUND (Off:1 Def:6),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Left Corner 3,24+ Left,,,641.0,7.0,6.0,1.0,,,,,,,,,,,,,,
643,PT02M04.00S,2022-10-08T01:38:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,6.8823915900131425,50.73529411764706,1610612766,99,110,2022-10-08T01:38:28Z,6400000,-4.0,12.0,1,left,MISS J. Thor driving Layup,[1630550],1610612766.0,CHA,driving,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,,
644,PT02M02.00S,2022-10-08T01:38:25.9Z,4,REGULAR,rebound,defensive,[],1629677,,,1610612738,99,110,2022-10-08T01:38:25Z,6410000,,,0,,L. Samanic REBOUND (Off:0 Def:1),[1629677],1610612738.0,BOS,,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,,,643.0,1.0,1.0,0.0,,,,,,,,,,,,,,
645,PT01M43.00S,2022-10-08T01:38:47.3Z,4,REGULAR,foul,personal,[],1630550,,,1610612738,99,110,2022-10-08T01:38:59Z,6420000,,,0,,J. Thor personal FOUL (2 PF),"[1630550, 203943]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,2.0,0.0,Vonleh,203943.0,,,,,
647,PT01M43.00S,2022-10-08T01:38:59.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,99,110,2022-10-08T01:38:59Z,6440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M39.00S,2022-10-08T01:41:43.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,85.3318002628121,50.73529411764706,1610612738,99,110,2022-10-08T01:41:48Z,6450000,4.0,85.0,1,right,MISS P. Pritchard 8' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,8.55,Missed,,,,,,,,,,,,,,,,,,
649,PT01M37.00S,2022-10-08T01:41:45.3Z,4,REGULAR,rebound,defensive,[],1630547,,,1610612766,99,110,2022-10-08T01:41:45Z,6460000,,,0,,J. Bouknight REBOUND (Off:1 Def:7),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Center,,,648.0,8.0,7.0,1.0,,,,,,,,,,,,,,
650,PT01M25.00S,2022-10-08T01:41:57.4Z,4,REGULAR,2pt,Jump Shot,[],1631121,15.55519053876479,75.49019607843138,1610612766,101,110,2022-10-08T01:42:02Z,6470000,-127.0,94.0,1,left,B. McGowens 15' pullup Jump Shot (2 PTS),[1631121],1610612766.0,CHA,pullup,,,McGowens,B. McGowens,,,,,Mid-Range,8-16 Left,15.82,Made,,,,,2.0,,,,,,,,,,,,,
652,PT01M07.00S,2022-10-08T01:42:15.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629677,91.37647831800263,51.470588235294116,1610612738,101,110,2022-10-08T01:42:21Z,6490000,7.0,29.0,1,right,MISS L. Samanic driving Layup - blocked,"[1629677, 1631109]",1610612738.0,BOS,driving,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,Williams,1631109.0
653,PT01M07.00S,2022-10-08T01:42:15.2Z,4,REGULAR,block,,[],1631109,,,1610612738,101,110,2022-10-08T01:42:18Z,6500000,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
654,PT01M06.00S,2022-10-08T01:42:16.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,101,110,2022-10-08T01:42:21Z,6510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,652.0,,,,,,,,,,,,,,,,,
656,PT01M01.00S,2022-10-08T01:42:40.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,79.28712220762155,92.40196078431373,1610612738,101,110,2022-10-08T01:42:45Z,6530000,212.0,142.0,1,right,MISS P. Pritchard 25' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
657,PT00M57.30S,2022-10-08T01:42:44.5Z,4,REGULAR,rebound,defensive,[],1630622,,,1610612766,101,110,2022-10-08T01:42:44Z,6540000,,,0,,J. Crutcher REBOUND (Off:0 Def:1),[1630622],1610612766.0,CHA,,,,Crutcher,J. Crutcher,,,,,Above the Break 3,24+ Right Center,,,656.0,1.0,1.0,0.0,,,,,,,,,,,,,,
665,PT00M47.40S,2022-10-08T01:42:47.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,10.95597897503285,49.26470588235294,1610612766,101,110,2022-10-08T01:49:10Z,6545000,4.0,50.0,1,left,MISS J. Thor Layup - blocked,"[1630550, 1631120]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,Davison,1631120.0
666,PT00M47.40S,2022-10-08T01:42:47.5Z,4,REGULAR,block,,[],1631120,,,1610612766,101,110,2022-10-08T01:48:33Z,6547500,,,0,,J. Davison BLOCK (1 BLK),[1631120],1610612738.0,BOS,,,,Davison,J. Davison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
667,PT00M47.40S,2022-10-08T01:42:47.5Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612766,101,110,2022-10-08T01:48:33Z,6548750,,,0,,M. Williams REBOUND (Off:5 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,665.0,7.0,2.0,5.0,,,,,,,,,,,,,,
658,PT00M47.40S,2022-10-08T01:42:54.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,9.773324572930349,49.754901960784316,1610612766,103,110,2022-10-08T01:48:33Z,6550000,1.0,39.0,1,left,M. Williams Layup (7 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,7.0,,,,,,,,,,,,,
659,PT00M28.80S,2022-10-08T01:43:17.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203943,93.87319316688567,50.0,1610612738,103,112,2022-10-08T01:43:24Z,6560000,0.0,5.0,1,right,N. Vonleh Layup (14 PTS) (J. Davison 1 AST),"[203943, 1631120]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,14.0,J. Davison,1631120.0,1.0,,,,,,,,,,
661,PT00M16.20S,2022-10-08T01:43:35.4Z,4,REGULAR,3pt,Jump Shot,[],1631121,21.468462549277262,7.843137254901961,1610612766,103,112,2022-10-08T01:43:39Z,6580000,211.0,149.0,1,left,MISS B. McGowens 25' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
662,PT00M14.20S,2022-10-08T01:43:37.4Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,103,112,2022-10-08T01:43:37Z,6590000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,661.0,3.0,2.0,1.0,,,,,,,,,,,,,,
663,PT00M00.00S,2022-10-08T01:44:01.5Z,4,REGULAR,period,end,[],0,,,1610612738,103,112,2022-10-08T01:44:01Z,6600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2022-10-08T01:44:16.0Z,4,REGULAR,game,end,[],0,,,0,103,112,2022-10-08T01:44:16Z,6610000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
